Title,Year,Rated,Released,Runtime,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,genres
Recess: All Growed Down,2003,G,09 Dec 2003,61,Howy Parkins| Chuck Sheetz,Bart Jennett| Elijah Aron (additional written material)| Peter Gaffney (segment)| Mark Drop (segment)| Jonathan Rosenthal (segment)| Steve Viksten (segment)| Etan Cohen (additional dialogue)| Joseph Purdy (additional dialogue)| Bart Jennett (additional dialogue)| Steve Viksten (additional dialogue)| Phil Walsh (additional dialogue),Rickey D'Shon Collins| Jason Davis| Ashley Johnson| Myles Jeffrey,English,USA,,-1.0,6.6,678,tt0382936,Animation|Children|Comedy
Red's Dream,1987,G,06 Jul 1987,4,John Lasseter,John Lasseter,Mel Blanc,English,United States,,-1.0,6.3,7150,tt0093832,Animation|Short|Family
Rescue Dog,1947,Approved,21 Mar 1947,7,Charles A. Nichols,Eric Gurney| Bill de la Torre,Pinto Colvig,English,United States,,-1.0,6.7,653,tt0039762,Animation|Comedy|Family
Return from Witch Mountain,1978,G,10 Mar 1978,95,John Hough,Malcolm Marmorstein| Alexander Key,Bette Davis| Christopher Lee| Kim Richards,English,United States,,51.0,5.7,5076,tt0078158,Adventure|Family|Fantasy
Richie Rich's Christmas Wish,1998,G,10 Nov 1998,84,John Murlowski,Rob Kerchner (story)| Jason Feffer (story)| Mark Furey (screenplay),David Gallagher| Eugene Levy| Keene Curtis| Jake Richardson,English,USA,,-1.0,4.1,2096,tt0155110,Comedy|Family
Right on Track,2003,TV-G,21 Mar 2003,89,Duwayne Dunham,Sally Nemeth| Bruce Graham,Beverley Mitchell| Brie Larson| Jon Lindstrom| Jodi Russell,English,USA,,-1.0,6.3,1233,tt0323810,Biography|Drama|Family
Riley's First Date?,2015,G,03 Nov 2015,5,Josh Cooley,Josh Cooley| Yung-Han Chang (story)| Bobby Rubio (story),Pete Docter| Ben Cox| Kyle MacLachlan| Diane Lane,English,USA,,-1.0,7.5,6849,tt4941804,Animation|Short|Comedy|Family|Romance
Rip Girls,2000,TV-G,22 Apr 2000,87,Joyce Chopra,Jeanne Rosenberg,Camilla Belle| Dwier Brown| Stacie Hess| Brian Stark,English,Australia| USA,2 nominations.,-1.0,6.1,1218,tt0244764,Children|Drama|Romance
Robin Hood,1973,G,08 Nov 1973,83,Wolfgang Reitherman| David Hand,Larry Clemmons| Ken Anderson| Vance Gerry,Brian Bedford| Phil Harris| Roger Miller,English|Portuguese,United States,Nominated for 1 Oscar. 1 win & 2 nominations total,57.0,7.6,123925,tt0070608,Adventure|Animation|Children|Comedy|Musical
Ruby Bridges,1998,G,18 Jan 1998,96,Euzhan Palcy,Toni Ann Johnson,Penelope Ann Miller| Kevin Pollak| Michael Beach| Jean Louisa Kelly,English,USA,4 wins & 4 nominations.,-1.0,7.2,607,tt0138068,Children|Drama
Sacred Planet,2004,G,22 Apr 2004,40,Jon Long,Karen Fernandez Long| Jon Long,Robert Redford| Arapata McKay| Tsaan Ciqae,English,Canada| Malaysia| United States,,53.0,6.1,306,tt0353965,Documentary|Short
Sanjay's Super Team,2015,PG,25 Nov 2015,7,Sanjay Patel,Sanjay Patel,Brent Schraff| Sunny Singh Attar| Arun Rao,English,United States,Nominated for 1 Oscar. 3 nominations total,-1.0,6.8,5032,tt4661600,Animation|Short|Action
Santa Paws 2: The Santa Pups,2012,G,20 Nov 2012,88,Robert Vince,Philip Fracassi| Anna McRoberts| Paul Tamasy,Cheryl Ladd| George Newbern| Danny Woodburn,English,United States,1 win,-1.0,4.9,1369,tt2414212,Adventure|Family
Santa's Workshop,1932,TV-G,10 Dec 1932,7,Wilfred Jackson,,Pinto Colvig| Walt Disney| Allan Watson,English,United States,,-1.0,7.2,2272,tt0023422,Animation|Short|Family
Science Fair,2018,PG,19 Oct 2018,90,Cristina Costantini| Darren Foster,Cristina Costantini| Darren Foster| Jeff Plunkett,Jack Andraka| Anjali Chadha| Serena McCalla,English,United States,15 wins & 9 nominations,79.0,7.6,583,tt7153434,Documentary
Sea of Hope: America's Underwater Treasures,2017,G,01 Jan 2017,48,Robert Nixon,Robert Nixon| Gary Parker,,English,USA,,-1.0,6.9,32,tt6390686,Documentary
Secret of the Wings,2012,G,14 Dec 2012,75,Bobs Gannaway| Peggy Holmes,Bobs Gannaway| Peggy Holmes| Ryan Rowe,Mae Whitman| Lucy Hale| Timothy Dalton,English,United States| India| United Kingdom,1 win & 5 nominations,-1.0,7.1,11970,tt1217213,Adventure|Animation|Children|Fantasy
Secrets of Life,1956,Passed,06 Nov 1956,70,James Algar,James Algar,Winston Hibler,English,United States,1 nomination,-1.0,7.3,269,tt0049733,Documentary|Family
Shake It Up,2010,TV-G,07 Nov 2010,30,,Chris Thompson,Bella Thorne| Zendaya| Davis Cleveland,English,United States,3 wins & 18 nominations,-1.0,5.0,12859,tt1661326,Comedy|Family
Sharks of Lost Island,2013,G,19 Nov 2019,45,Neil Gelinas,Neil Gelinas,Michael Fay| Christopher McLinden| Enric Sala,English,USA,,-1.0,5.7,74,tt7217020,Documentary
Sharpay's Fabulous Adventure,2011,G,19 Apr 2011,90,Michael Lembeck,"Robert Horn| Peter Barsocchini (based on characters created for ""High School Musical"" by)",Ashley Tisdale| Austin Butler| Cameron Goodman| Bradley Steven Perry,English,USA,1 nomination.,-1.0,4.7,6136,tt1629440,Comedy|Drama|Family|Music|Musical|Romance
The Simpsons Movie,2007,PG-13,27 Jul 2007,87,David Silverman,James L. Brooks| Matt Groening| Al Jean,Dan Castellaneta| Julie Kavner| Nancy Cartwright,English,United States,Won 1 BAFTA Film Award5 wins & 34 nominations total,80.0,7.3,323309,tt0462538,Animation|Adventure|Comedy
Skyrunners,2009,TV-PG,27 Nov 2009,92,Ralph Hemecker,Richard C. Okie,Kelly Blatz| Joey Pollari| Linda Kash| Conrad Coates,English,USA,1 win & 1 nomination.,-1.0,5.0,1161,tt1479534,Family|Sci-Fi
Smart House,1999,TV-G,26 Jun 1999,82,LeVar Burton,William Hudson| Stu Krieger,Katey Sagal| Ryan Merriman| Katie Volding| Kevin Kilner,English,USA,2 nominations.,-1.0,6.2,6757,tt0192618,Children|Drama|Fantasy|Sci-Fi
Smash and Grab,2019,PG,11 Feb 2019,8,Brian Larsen,Brian Larsen,,None,United States,,-1.0,6.7,1902,tt7103168,Animation|Short|Action
Snow White and the Seven Dwarfs,1937,Approved,04 Feb 1938,83,William Cottrell| David Hand| Wilfred Jackson,Jacob Grimm| Wilhelm Grimm| Ted Sears,Adriana Caselotti| Harry Stockwell| Lucille La Verne,English,United States,Won 1 Oscar. 11 wins & 6 nominations total,95.0,7.6,194079,tt0029583,Animation|Children|Drama|Fantasy|Musical
Snowball Express,1972,G,22 Jun 1973,93,Norman Tokar,Don Tait| Jim Parker| Arnold Margolin,Dean Jones| Nancy Olson| Harry Morgan,English,United States,,-1.0,6.5,1776,tt0069291,Children|Comedy
Snowglobe,2007,TV-PG,15 Dec 2007,86,Ron Lagomarsino,Garrett Frawley| Brian Turner,Christina Milian| Erin Karpluk| Hilda Doherty| Jason Schombing,English,USA,1 win.,-1.0,6.0,2269,tt1068284,Comedy|Family|Fantasy|Romance
So Weird,1999,TV-Y7,18 Jan 1999,30,,Tom J. Astle,Cara DeLizia| Mackenzie Phillips| Patrick Levis,English,Canada| United States,7 nominations,-1.0,8.5,2930,tt0169247,Adventure|Family|Mystery
Society Dog Show,1939,G,03 Feb 1939,8,Bill Roberts,Jack Kinney,Billy Bletcher| John McLeish| Walt Disney,English,United States,,-1.0,6.9,936,tt0031945,Animation|Short|Adventure
Spider-Man Unlimited,1999,TV-Y7,02 Oct 1999,22,,,Rino Romano| Kathleen Barr| Jim Byrnes,English,United States| Canada,,-1.0,6.4,3277,tt0207120,Animation|Action|Adventure
Spider-Woman,1979,TV-Y7,22 Sep 1979,21,,Stan Lee| Marie Severin,Joan Van Ark| Bryan Scott| Larry Carroll,English,United States,,-1.0,5.9,779,tt0197911,Animation|Action|Family
Star Wars: Rebels,2014,TV-Y7-FV,26 Sep 2014,22,,Simon Kinberg| Carrie Beck| Dave Filoni,Dave Filoni| Taylor Gray| Vanessa Marshall,English,United States,Nominated for 4 Primetime Emmys. 7 wins & 29 nominations total,-1.0,8.0,39060,tt2930604,Animation|Action|Adventure
StarStruck,2010,TV-G,14 Feb 2010,90,Michael Grossman,Barbara Johns (teleplay)| Annie DeYoung (teleplay)| Barbara Johns (story),Sterling Knight| Danielle Campbell| Maggie Castle| Brandon Mychal Smith,English,USA,2 nominations.,-1.0,6.1,13793,tt1579247,Comedy|Family|Music|Romance
Steamboat Willie,1928,TV-Y7,01 Jan 1929,8,Ub Iwerks| Walt Disney,Walt Disney| Ub Iwerks,Walt Disney,English,United States,1 win,-1.0,7.5,8972,tt0019422,Animation|Children|Comedy|Musical
Stepsister from Planet Weird,2000,TV-G,17 Jun 2000,85,Steve Boyum,Francess Lantz (book)| Chris Matheson (teleplay),Courtnee Draper| Tamara Hope| Lance Guest| Khrystyne Haje,English,USA,,-1.0,5.9,1431,tt0250754,Comedy|Family|Sci-Fi
Stitch! The Movie,2003,G,25 Aug 2003,60,Tony Craig| Roberts Gannaway,Jess Winfield| Roberts Gannaway,Daveigh Chase| Chris Sanders| Tia Carrere| David Ogden Stiers,Hawaiian|English,USA,2 nominations.,-1.0,6.2,8719,tt0348124,Animation|Adventure|Comedy|Family|Sci-Fi
Stuck in the Suburbs,2004,TV-G,16 Jul 2004,76,Savage Steve Holland,Wendy Engelberg (story)| Amy Engelberg (story)| Wendy Engelberg (teleplay)| Amy Engelberg (teleplay)| Dan Berendsen (teleplay),Danielle Panabaker| Brenda Song| Amanda Shaw| CiCi Hedgpeth,English,USA,,-1.0,5.6,3702,tt0410696,Comedy|Family|Music
Super Buddies,2013,G,27 Aug 2013,81,Robert Vince,Anna McRoberts| Paul Tamasy (characters)| Robert Vince,Trey Loney| John Ratzenberger| Michael Teigen| Sam Adler,,USA,1 win.,-1.0,4.3,1231,tt2999390,Children
Swiss Family Robinson,1940,G,08 Feb 1940,93,Edward Ludwig,C. Graham Baker| Walter Ferris| Gene Towne,Thomas Mitchell| Edna Best| Freddie Bartholomew,English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,6.4,621,tt0033124,Adventure|Family
TaleSpin,1990,TV-Y7,07 Sep 1990,30,,,Ed Gilbert| R.J. Williams| Sally Struthers,English,United States,Won 1 Primetime Emmy. 1 win & 5 nominations total,-1.0,7.6,14620,tt0098924,Animation|Action|Adventure
Tangled: Before Ever After,2017,TV-Y7,10 Mar 2017,55,Tom Caulfield| Stephen Sandoval,Jase Ricci| Shane Prigmore (developed by)| Chris Sonnenburg (developed for television by)| Shane Prigmore (developed for television by)| Chris Sonnenburg (developed by)| Jase Ricci (story editor),Zachary Levi| Mandy Moore| Eden Espinosa| Clancy Brown,English,USA,1 win & 5 nominations.,-1.0,6.6,2284,tt5533228,Animation|Action|Adventure|Comedy|Family|Fantasy|Musical
Tarzan & Jane,2002,G,23 Jul 2002,75,Steve Loter| Victor Cook| Don MacKinnon| Lisa Schaffer(co-director),"Edgar Rice Burroughs (""Tarzan"" stories)| Bill Motz| Bob Roth| Mirith J. Colao| John Behnke| Rob Humphrey| Jim Peterson| Jess Winfield| Jess Winfield (story)| Dave Bullock (story)| Adam Van Wyk (story)",Michael T. Weiss| Olivia d'Abo| Jeff Bennett| Jim Cummings,English,USA,4 nominations.,-1.0,5.3,5919,tt0313680,Animation|Adventure|Family
Teen Beach 2,2015,TV-G,26 Jun 2015,104,Jeffrey Hornaday,Matt Eddy (teleplay by)| Billy Eddy (teleplay by)| Dan Berendsen (story by)| Robert Horn (story by)| Vince Marcello (based on characters created by)| Mark Landry (based on characters created by),Ross Lynch| Maia Mitchell| Gracie Gillam| Garrett Clayton,English,USA,2 wins & 3 nominations.,-1.0,6.0,4146,tt3764966,Family|Fantasy|Musical
Teen Beach Movie,2013,Not-Rated,19 Jul 2013,110,Jeffrey Hornaday,Vince Marcello (story by)| Mark Landry (story by)| Vince Marcello (teleplay by)| Mark Landry (teleplay by)| Robert Horn (teleplay by),Ross Lynch| Maia Mitchell| Gracie Gillam| Garrett Clayton,English,USA,2 nominations.,-1.0,5.9,10162,tt2325989,Family|Fantasy|Musical
Teen Spirit,2011,TV-PG,07 Aug 2011,82,Gil Junger,David Kendall (teleplay)| Kathryn McCullough (story and teleplay)| Bob Young (teleplay),Cassandra Scerbo| Carissa Capobianco| Gabriela Lopez| Katrina Rose Tandy,English,USA,,-1.0,5.5,7075,tt1845866,Comedy|Drama|Fantasy
That Darn Cat!,1965,Approved,02 Dec 1965,116,Robert Stevenson,Gordon Gordon| Mildred Gordon| Bill Walsh,Hayley Mills| Dean Jones| Dorothy Provine,English|French,United States,6 nominations,71.0,6.7,6825,tt0059793,Children|Comedy|Mystery
The Absent Minded Professor,1961,Approved,16 Mar 1961,92,Robert Stevenson,Bill Walsh| Samuel W. Taylor,Fred MacMurray| Nancy Olson| Keenan Wynn,English,United States,Nominated for 3 Oscars. 1 win & 8 nominations total,75.0,6.8,8176,tt0054594,Comedy|Family|Sci-Fi
The Adventures of Bullwhip Griffin,1967,Approved,08 Mar 1967,108,James Neilson,Lowell S. Hawley| Albert Sidney Fleischman,Roddy McDowall| Suzanne Pleshette| Karl Malden,English,United States,,-1.0,6.5,1035,tt0061333,Action|Adventure|Comedy
The Adventures of Spin and Marty,1955,G,04 Nov 1955,-1,,,Tim Considine| David Stollery| Patrick Miller,English,United States,,-1.0,8.1,288,tt0047775,Adventure|Western|Family
The African Lion,1955,G,14 Sep 1955,75,James Algar,James Algar| Winston Hibler| Ted Sears,Winston Hibler,English,United States,3 wins,-1.0,7.2,466,tt0047803,Children|Documentary
The Apple Dumpling Gang Rides Again,1979,G,27 Jun 1979,88,Vincent McEveety,Don Tait| Jack M. Bickham,Tim Conway| Don Knotts| Tim Matheson,English,United States,,37.0,6.0,2849,tt0078790,Comedy|Family|Western
The Art of Skiing,1941,Approved,14 Nov 1941,8,Jack Kinney| Bill Roberts,Leo Thiele| Ralph Wright,John McLeish| Hannes Schroll,English,United States,,-1.0,7.2,1641,tt0033356,Animation|Short|Comedy
The Avengers: Earth's Mightiest Heroes,2010,TV-Y7,22 Sep 2010,30,,,Eric Loomis| Colleen O'Shaughnessey| Brian Bloom,English,United States,8 nominations,-1.0,8.4,14578,tt1626038,Animation|Action|Adventure
The Band Concert,1935,Approved,23 Feb 1935,9,Wilfred Jackson,,Clarence Nash,English,United States,1 win,-1.0,7.8,3377,tt0026094,Animation|Short|Comedy
The Bears and I,1974,G,31 Jul 1974,89,Bernard McEveety,John Whedon| Robert Franklin Leslie| Jack Speirs,Patrick Wayne| Chief Dan George| Andrew Duggan,English,United States,,-1.0,6.2,441,tt0071199,Adventure|Drama
The Big Bad Wolf,1934,Approved,14 Apr 1934,9,Burt Gillett,Ted Sears,Sara Berner| Billy Bletcher| Pinto Colvig,English,United States,,-1.0,7.0,1898,tt0024886,Animation|Short|Adventure
The Biscuit Eater,1972,G,22 Mar 1972,90,Vincent McEveety,James Street| Lawrence Edward Watkin,Earl Holliman| Pat Crowley| Lew Ayres,English,United States,,-1.0,5.8,433,tt0068276,Children|Drama
The Blue Umbrella,2013,G,21 Jun 2013,7,Saschka Unseld,Saschka Unseld,Sarah Jaffe,English,United States,1 nomination,-1.0,7.5,10023,tt2616880,Animation|Short|Drama
The Brave Little Toaster Goes to Mars,1998,Not-Rated,18 May 1998,73,Robert C. Ramirez| Patrick A. Ventura,Willard Carroll (screenplay)| Thomas M. Disch (novel),Thurl Ravenscroft| Deanna Oliver| Eric Lloyd| Timothy Stack,English,USA,2 nominations.,-1.0,5.7,1437,tt0147926,Animation|Adventure|Family|Sci-Fi
The Castaway Cowboy,1974,G,01 Aug 1974,91,Vincent McEveety,Don Tait| Richard M. Bluel| Hugh Benson,James Garner| Vera Miles| Robert Culp,English|Hawaiian,United States,,-1.0,5.8,696,tt0071288,Comedy|Family|Western
The Cheetah Girls,2003,TV-G,15 Aug 2003,100,Oz Scott,Deborah Gregory (series of books)| Alison Taylor,Raven-Symoné| Adrienne Houghton| Kiely Williams| Sabrina Bryan,English|Spanish,Canada| USA,6 nominations.,-1.0,4.9,7423,tt0338852,Comedy|Drama|Family|Music|Musical
The Cheetah Girls 2,2006,TV-G,25 Aug 2006,96,Kenny Ortega,Bethesda Brown| Alison Taylor| Deborah Gregory (series of books),Raven-Symoné| Adrienne Houghton| Sabrina Bryan| Kiely Williams,English|Spanish,USA,2 nominations.,-1.0,5.1,5932,tt0800318,Comedy|Drama|Family|Music|Musical
The Cheetah Girls: One World,2008,TV-G,22 Aug 2008,90,Paul Hoen,Dan Berendsen (story by)| Dan Berendsen (teleplay by)| Nisha Ganatra (teleplay by)| Deborah Gregory (series of books)| Jen Small (teleplay by),Adrienne Houghton| Sabrina Bryan| Kiely Williams| Roshan Seth,English,USA,2 nominations.,-1.0,4.7,4101,tt1013542,Comedy|Drama|Family|Musical
The Christmas Star,1986,TV-G,14 Dec 1986,94,Alan Shapiro,Alan Shapiro| Carol Dysinger,Edward Asner| Rene Auberjonois| Jim Metzler,English,Canada| United States,,-1.0,6.3,631,tt0090840,Drama|Family
The Color of Friendship,2000,TV-G,05 Feb 2000,87,Kevin Hooks,Paris Qualles,Lindsey Haun| Shadia Simmons| Carl Lumbly| Penny Johnson Jerald,English,Canada| USA,Won 1 Primetime Emmy. Another 4 wins & 3 nominations.,-1.0,7.2,3546,tt0213565,Biography|Drama|Family
The Computer Wore Tennis Shoes,1969,G,24 Dec 1969,91,Robert Butler,Joseph L. McEveety,Kurt Russell| Cesar Romero| Joe Flynn,English,United States,,54.0,6.0,5185,tt0065566,Comedy|Family|Sci-Fi
The Even Stevens Movie,2003,TV-G,13 Jun 2003,93,Sean McNamara,Dennis Rinsler| Marc Warren,Shia LaBeouf| Christy Carlson Romano| Donna Pescow| Tom Virtue,English,USA,1 win & 5 nominations.,-1.0,6.2,6660,tt0327698,Children|Comedy
The Flood,2018,G,25 Nov 2018,-1,,,Angela Bassett,English,USA,,-1.0,7.7,103,tt9154632,Documentary
The Fox and the Hound 2,2006,G,11 Dec 2006,69,Jim Kammerud,Rich Burns (screenplay by)| Roger S.H. Schulman (screenplay by),Reba McEntire| Patrick Swayze| Jonah Bobo| Harrison Fahn,English,USA,1 win.,-1.0,5.3,4449,tt0465997,Animation|Adventure|Comedy|Family|Musical
The Ghosts of Buxley Hall,1980,TV-G,21 Dec 1980,93,Bruce Bilson,Sy Gomberg (adaptation)| Rick Mittleman (adaptation)| Sy Gomberg,Dick O'Neill| Victor French| Louise Latham| Rad Daly,English,USA,,-1.0,5.7,225,tt0080788,Comedy|Family|Fantasy|Horror
The Goddess of Spring,1934,Approved,03 Nov 1934,10,Wilfred Jackson,William Cottrell,Kenny Baker| Diana Gaylen| Tudor Williams,English,United States,,-1.0,6.6,1022,tt0025184,Animation|Short|Family
The Golden Touch,1935,G,22 Mar 1935,10,Walt Disney,Albert Hurter,Mary Moder| Clarence Nash| Billy Bletcher,English,United States,,-1.0,6.8,1287,tt0026423,Animation|Short|Comedy
The Great Muppet Caper,1981,G,26 Jun 1981,97,Jim Henson,Tom Patchett| Jay Tarses| Jerry Juhl,Jim Henson| Frank Oz| Dave Goelz,English,United Kingdom| United States,Nominated for 1 Oscar. 2 nominations total,70.0,7.1,15193,tt0082474,Adventure|Comedy|Crime
The Hockey Champ,1939,Approved,28 Apr 1939,7,Jack King,Carl Barks| Jack Hannah| Ted Osborne,Clarence Nash,English,United States,,-1.0,7.0,1223,tt0031431,Animation|Short|Comedy
The Imagineering Story,2019,TV-G,12 Nov 2019,60,,,Tom Morris| Kevin Rafferty| Angela Bassett,English,United States,Nominated for 1 Primetime Emmy. 2 nominations total,-1.0,9.0,2863,tt9331982,Documentary
The Incredible Journey,1963,G,20 Nov 1963,80,Fletcher Markle,James Algar| Sheila Burnford,Émile Genest| John Drainie| Tommy Tweed,English,Canada| United States,,87.0,7.1,4605,tt0057180,Adventure|Drama|Family
The Jungle Book: Mowgli's Story,1998,G,28 Sep 1998,77,Nick Marck,Rudyard Kipling (book)| Jose Rivera (teleplay)| Jim Herzfeld (teleplay),Brandon Baker| Sherman Howard| Clancy Brown| Peri Gilpin,English,USA,,-1.0,4.2,677,tt0144262,Adventure|Family
The Legend of Mor'du,2012,TV-PG,05 Dec 2012,7,Brian Larsen,Steve Purcell| Brian Larsen,Julie Walters| Steve Purcell| Callum O'Neill,English,USA,,-1.0,6.2,1622,tt2565938,Animation|Short|Family|Fantasy
The Lion King 2: Simba's Pride,1998,G,27 Oct 1998,81,Darrell Rooney| Rob LaDuca(co-director),Flip Kobler (screenplay)| Cindy Marcus (screenplay)| Jenny Wingfield (additional written material)| Linda Voorhees (additional written material)| Gregory Poirier (additional written material)| Bill Motz (additional written material)| Bob Roth (additional written material)| Mark McCorkle (additional written material)| Bob Schooley (additional written material)| Jonathan Cuba (additional written material),Matthew Broderick| Neve Campbell| Andy Dick| Robert Guillaume,English,USA| Australia,3 wins & 3 nominations.,-1.0,6.5,62267,tt0120131,Animation|Adventure|Drama|Family|Musical|Romance
The Little Mermaid: Ariel's Beginning,2008,G,25 Aug 2008,77,Peggy Holmes,Robert Reece (screenplay)| Evan Spiliotopoulos (screenplay)| Jule Selbo (story)| Jenny Wingfield (story)| Steve Bencich (additional screenplay material)| Peggy Holmes (additional screenplay material)| Tom Rogers (additional screenplay material)| Thania St. John (additional screenplay material)| Rich Burns (additional screenplay material)| Ron J. Friedman (additional screenplay material),Jodi Benson| Samuel E. Wright| Jim Cummings| Sally Field,English,USA,2 nominations.,-1.0,6.2,8961,tt0969647,Animation|Drama|Family|Fantasy|Musical
The Little Whirlwind,1941,Approved,14 Feb 1941,8,James Algar| Wilfred Jackson| Riley Thomson,,Thelma Boardman| Walt Disney| June Foray,English,United States,,-1.0,6.7,1055,tt0033838,Animation|Short|Comedy
The Living Desert,1953,G,10 Nov 1953,69,James Algar,James Algar| Winston Hibler| Ted Sears,Winston Hibler,English,United States,Won 1 Oscar. 7 wins & 2 nominations total,69.0,7.4,1496,tt0046008,Family|Documentary
The Lost Tomb of Alexander the Great,2019,G,04 Mar 2019,44,Duncan Singh,,Matt McFetridge| Fredrik T. Hiebert| Calliope Limneos-Papakosta| Maria Nilsson,English,UK,,-1.0,6.6,157,tt10290670,Documentary
The Million Dollar Duck,1971,G,30 Jun 1971,89,Vincent McEveety,Ted Key| Roswell Rogers,Dean Jones| Sandy Duncan| Joe Flynn,English,United States,2 nominations,45.0,5.8,2332,tt0066728,Comedy|Family|Sci-Fi
The Mistle-Tones,2012,TV-PG,09 Dec 2012,90,Paul Hoen,Jed Elinoff| Scott Thomas,Tia Mowry-Hardrict| Jonathan Patrick Moore| Andy Gala| Megan Kathleen Duffy,English,USA,,-1.0,6.6,1995,tt2490352,Comedy|Family|Music
The Muppet Movie,1979,G,22 Jun 1979,95,James Frawley,Jerry Juhl| Jack Burns,Jim Henson| Frank Oz| Jerry Nelson,English,United Kingdom| United States,Nominated for 2 Oscars. 3 wins & 11 nominations total,74.0,7.6,35517,tt0079588,Adventure|Comedy|Family
The New Adventures of Winnie the Pooh,1988,TV-Y,17 Jan 1988,30,,,John Fiedler| Jim Cummings| Ken Sansom,English,United States,5 wins & 5 nominations,-1.0,7.7,3992,tt0165052,Animation|Short|Adventure
The Old Mill,1937,Approved,05 Nov 1937,9,Wilfred Jackson,Dick Rickard,Marie Arbuckle| Quito DeClarence| Charles Hash,None,United States,Won 1 Oscar. 2 wins total,-1.0,7.8,4181,tt0029339,Animation|Short|Comedy
The Olympic Champ,1942,Approved,09 Oct 1942,7,Jack Kinney| Ben Sharpsteen,Jack Kinney| Webb Smith| Leo Thiele,John McLeish,English,United States,,-1.0,7.0,974,tt0035148,Animation|Short|Comedy
The Pied Piper,1933,G,16 Sep 1933,8,Wilfred Jackson,Robert Browning| Ted Sears| Webb Smith,Marion Darlington| George Gramlich| Allan Watson,English,United States,1 win,-1.0,6.6,990,tt0024451,Animation|Short|Family
The Poof Point,2001,TV-G,14 Sep 2001,90,Neal Israel,Ellen Weiss (novel)| Mel Friedman (novel)| Stu Krieger (teleplay),Tahj Mowry| Dawnn Lewis| Mark Curry| Raquel Lee,English,USA,,-1.0,4.6,523,tt0274728,Comedy|Family|Sci-Fi
The Prince and the Pauper,1962,TV-PG,11 Mar 1962,93,Don Chaffey,Mark Twain| Jack Whittingham,Guy Williams| Laurence Naismith| Donald Houston,English,United Kingdom,,-1.0,6.3,295,tt1836776,Adventure
The Proud Family Movie,2005,TV-G,19 Aug 2005,90,Bruce W. Smith,Ralph Farquhar (screenplay)| Calvin Brown Jr. (screenplay)| John Patrick White (screenplay)| Stiles White (screenplay),Kyla Pratt| Tommy Davidson| Paula Jai Parker| Jo Marie Payton,English,USA,3 nominations.,-1.0,5.4,1532,tt0448090,Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi
The Reluctant Dragon,1941,Approved,20 Jun 1941,74,Alfred L. Werker| Hamilton Luske| Jack Cutting,Kenneth Grahame| Ted Sears| Al Perkins,Robert Benchley| Frances Gifford| Buddy Pepper,English,United States,,-1.0,6.8,3214,tt0034091,Animation|Comedy|Family
The Replacements,2006,TV-Y,28 Jul 2006,22,,Dan Santat,Nancy Cartwright| Grey Griffin| Ashleigh Ball,English,United States,1 nomination,-1.0,5.9,2894,tt0816401,Animation|Comedy|Family
The Scream Team,2002,TV-PG,11 Oct 2002,100,Stuart Gillard,Robert Short (story)| Dan Berendsen (story)| Dan Berendsen (teleplay),Mark Rendall| Kat Dennings| Robert Bockstael| Eric Idle,English,USA,,-1.0,6.5,1028,tt0313634,Comedy|Family|Fantasy|Horror
The Shaggy DA,1976,G,17 Dec 1976,91,Robert Stevenson,Don Tait| Felix Salten,Dean Jones| Suzanne Pleshette| Tim Conway,English,United States,,60.0,5.8,2998,tt0075200,Comedy|Family|Fantasy
The Shaggy Dog,1959,Approved,19 Mar 1959,104,Charles Barton,Bill Walsh| Lillie Hayward| Felix Salten,Fred MacMurray| Jean Hagen| Tommy Kirk,English,United States,1 win & 1 nomination,45.0,6.5,4952,tt0053271,Comedy|Family|Fantasy
The Simple Things,1953,Approved,18 Apr 1953,7,Charles A. Nichols,Bill Berg,Clarence Nash| Pinto Colvig| James MacDonald,English,United States,,-1.0,6.6,722,tt0046318,Animation|Children|Comedy
The Sound of Music,1965,G,01 Apr 1965,172,Robert Wise,George Hurdalek| Howard Lindsay| Russel Crouse,Julie Andrews| Christopher Plummer| Eleanor Parker,English|German,United States,Won 5 Oscars. 17 wins & 13 nominations total,63.0,8.0,223312,tt0059742,Biography|Drama|Family
The Story of Robin Hood and His Merrie Men,1952,Approved,26 Jun 1952,84,Ken Annakin,Lawrence Edward Watkin,Richard Todd| Joan Rice| Peter Finch,English,United Kingdom,,64.0,6.6,1879,tt0045197,Action|Adventure|Children
The Strongest Man in the World,1975,G,06 Feb 1975,92,Vincent McEveety,Joseph L. McEveety| Herman Groves,Kurt Russell| Joe Flynn| Eve Arden,English,United States,,63.0,5.9,3222,tt0073760,Comedy|Family|Sci-Fi
The Suite Life Movie,2011,Not-Rated,25 Mar 2011,79,Sean McNamara,Danny Kallis (characters)| Jim Geoghan (characters)| Michael Saltzman| Robert Horn,Cole Sprouse| Dylan Sprouse| Brenda Song| Debby Ryan,English,USA,,-1.0,5.3,3547,tt1754799,Adventure|Comedy|Crime|Drama|Family|Sci-Fi
The Suite Life on Deck,2008,TV-G,26 Sep 2008,30,,Jim Geoghan| Danny Kallis| Pamela Eells,Dylan Sprouse| Cole Sprouse| Brenda Song,English,United States,6 wins & 5 nominations,-1.0,6.4,18389,tt1181917,Action|Adventure|Comedy
