Title,Year,Rated,Released,Runtime,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,genres
Trail Mix-Up,1993,G,12 Mar 1993,8,Barry Cook,Gary K. Wolf| Rob Minkoff| Barry Cook,Charles Fleischer| Kathleen Turner| April Winchell,English,United States,,-1.0,7.3,970,tt0108377,Animation|Short|Comedy
Tummy Trouble,1989,G,23 Jun 1989,8,Frank Marshall| Rob Minkoff,Kevin Harkey| Bill Kopp| Rob Minkoff,Charles Fleischer| April Winchell| Lou Hirsch,English,United States,,-1.0,7.3,1599,tt0100821,Animation|Short|Adventure
Artemis Fowl,2020,PG,12 Jun 2020,95,Kenneth Branagh,Eoin Colfer| Hamish McColl| Conor McPherson,Ferdia Shaw| Lara McDonnell| Josh Gad,English|Italian,United States,2 nominations,31.0,4.2,27197,tt3089630,Adventure|Family|Fantasy
Mighty Med,2013,TV-Y7,07 Oct 2013,30,,Jim Bernstein| Andy Schwartz,Bradley Steven Perry| Jake Short| Paris Berelc,English,United States,1 nomination,-1.0,6.7,1960,tt2573338,Comedy|Family|Sci-Fi
Alaska's Grizzly Gauntlet,2018,G,08 Mar 2018,60,,,,English,United States,,-1.0,6.3,46,tt8415880,Documentary
America's Greatest Animals,2012,G,27 May 2012,96,,Tria Thalman| David Hamlin,Casey Anderson| Brady Barr| Andy Brandy Casagrande| Mireya Mayor,English,USA,,-1.0,5.9,22,tt6293566,Documentary
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,12 Feb 2010,118,Chris Columbus,Craig Titley| Rick Riordan,Logan Lerman| Kevin McKidd| Steve Coogan,English|Greek|Ancient(to1453),United Kingdom| Canada| United States,11 nominations,47.0,5.9,185676,tt0814255,Adventure|Family|Fantasy
Secrets of Wild India,2012,G,01 Apr 2012,48,,,David Attenborough,English,United Kingdom,,-1.0,8.0,156,tt2718652,Documentary
The Greeks,2016,G,21 Jun 2016,-1,,,Michael Cosmopoulos| Edith Hall| Bettany Hughes,English,United States,,-1.0,7.7,215,tt5848928,Documentary|History
Wild Hawaii,2014,G,20 Apr 2014,45,Kevin Bachar,Kevin Bachar| Jonathan Grupper,J.K. Simmons,English,United States,1 nomination,-1.0,7.3,120,tt4380034,Documentary
Mickey and the Seal,1948,Approved,03 Dec 1948,7,Charles A. Nichols,Nick George| Milt Schaffer| Bill Berg,Pinto Colvig| James MacDonald,English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,6.9,1081,tt0040588,Animation|Children|Comedy
The Moon-Spinners,1964,G,08 Jul 1964,118,James Neilson,Michael Dyne| Mary Stewart,Hayley Mills| Eli Wallach| Pola Negri,English|Greek|Spanish,United States,,-1.0,6.7,2593,tt0058371,Adventure|Family|Mystery
"Hello, Dolly!",1969,G,16 Dec 1969,146,Gene Kelly,Michael Stewart| Thornton Wilder| Ernest Lehman,Barbra Streisand| Walter Matthau| Michael Crawford,English,United States,Won 3 Oscars. 4 wins & 13 nominations total,51.0,7.1,14989,tt0064418,Adventure|Comedy|Musical
Out,2020,PG,15 Sep 2020,9,Steven Clay Hunter,Steven Clay Hunter,Bernadette Sullivan| Kyle McDaniel| Caleb Cabrera,English,United States,1 win,-1.0,7.5,2944,tt12366826,Animation|Short|Comedy
Buried Secrets of the Bible with Albert Lin,2019,G,11 Mar 2019,-1,,,Albert Yu-Min Lin| Evi Nomikou| Catreena Hamarneh,,,,-1.0,6.9,183,tt12204636,Documentary|History
George of the Jungle,1997,PG,16 Jul 1997,92,Sam Weisman,Jay Ward| Dana Olsen| Audrey Wells,Brendan Fraser| Leslie Mann| Thomas Haden Church,English|Spanish,United States,1 win & 3 nominations,53.0,5.5,76360,tt0119190,Action|Adventure|Comedy
How to Play Baseball,1942,Approved,04 Sep 1942,8,Jack Kinney,Dick Kinney| Sylvia Moberly-Holland,Fred Shields,English,United States,,-1.0,7.2,1066,tt0034874,Animation|Short|Comedy
Nature's Half Acre,1951,Passed,28 Jul 1951,33,James Algar,Winston Hibler| Ted Sears| James Algar,Winston Hibler| Mogens Lind,English,United States,Won 1 Oscar. 1 win & 1 nomination total,-1.0,7.1,200,tt0043839,Documentary|Short|Family
Prairie Dog Manor,2019,G,18 Oct 2019,-1,,,Kevin Conway| Kai| Gnash the Prairie Dog,English,United States,,-1.0,8.0,48,tt8316986,Reality-TV
Prowlers of the Everglades,1953,Approved,23 Jul 1953,32,James Algar,James Algar,Winston Hibler,English,United States,,-1.0,7.6,90,tt0280050,Documentary|Short|Family
The Princess Bride,1987,PG,09 Oct 1987,98,Rob Reiner,William Goldman,Cary Elwes| Mandy Patinkin| Robin Wright,English,United States,Nominated for 1 Oscar. 7 wins & 10 nominations total,77.0,8.0,418715,tt0093779,Adventure|Family|Fantasy
Unlikely Animal Friends,2012,G,13 Jan 2012,-1,,,Mark Keller,English,United States,,-1.0,7.5,101,tt2181679,Documentary
Water Birds,1952,Approved,26 Jun 1952,30,Ben Sharpsteen,Winston Hibler| Ted Sears| William Otis,Winston Hibler,English,United States,Won 1 Oscar. 1 win & 1 nomination total,-1.0,6.7,235,tt0045314,Documentary|Short|Family
Born Wild: The Next Generation,2020,G,23 Apr 2020,-1,,,Robin Roberts,English,USA,,-1.0,7.8,17,tt12194646,Documentary
America's Funniest Home Videos,1989,TV-PG,26 Nov 1989,30,,,Jess Harnell| Tom Bergeron| Bob Saget,English,United States,4 wins & 8 nominations,-1.0,6.2,5314,tt0098740,Comedy|Family|Reality-TV
The Olympic Elk,1952,Approved,13 Feb 1952,27,James Algar,Winston Hibler| Ted Sears| James Algar,Winston Hibler,English,United States,,-1.0,7.1,86,tt0219222,Documentary|Short
Jane Goodall: The Hope,2020,G,22 Apr 2020,88,Elizabeth Leiter| Kim Woodard,,Jane Goodall,English,United States,3 nominations,-1.0,8.0,159,tt12137534,Documentary
Brain Games,2011,TV-G,09 Oct 2011,60,,Jerry Kolber| Bill Margol,Jason Silva| Bert Thomas Morris| Apollo Robbins,English,United States,Nominated for 1 Primetime Emmy. 3 nominations total,-1.0,8.2,3239,tt2078690,Documentary|Comedy|Drama
Let's Stick Together,1952,Approved,25 Apr 1952,7,Jack Hannah,Nick George| Al Bertino,June Foray| Clarence Nash| Bill Thompson,English,United States,,-1.0,6.7,506,tt0044835,Family|Animation|Comedy
Pluto's Purchase,1948,Approved,09 Jul 1948,7,Charles A. Nichols| Jack Kinney,Eric Gurney| Bill de la Torre,James MacDonald| Pinto Colvig| Clarence Nash,English,United States,,-1.0,6.5,449,tt0040698,Animation|Comedy|Family
Tron Uprising: Prequel to the Series Parody,2011,G,28 Jul 2011,2,,Michael Friedman,Michael Friedman| Ruthie Hanson,English,USA,,-1.0,-1.0,-1,tt5538202,Animation|Short
A Celebration of the Music from Coco,2020,G,10 Apr 2020,47,Ron de Moraes,,Benjamin Bratt| Jaime Camil| Aran de la Peña,English,United States,Nominated for 1 Primetime Emmy. 1 nomination total,-1.0,7.1,215,tt12076020,Music|Musical
Tut's Treasures: Hidden Secrets,2018,G,24 Mar 2018,-1,,,Salima Ikram| Chris Naunton| Aidan Dodson,English,United Kingdom,,-1.0,7.4,181,tt8174114,Documentary|History
A Tale of Two Critters,1977,G,22 Jun 1977,48,Jack Speirs,Jack Speirs,Mayf Nutter,English,United States,,-1.0,6.1,194,tt0287003,Adventure|Children
All in a Nutshell,1949,Approved,02 Sep 1949,7,Jack Hannah,Bill Berg| Nick George,Dessie Flynn| James MacDonald| Clarence Nash,English,United States,,-1.0,7.4,1060,tt0041112,Animation|Short|Comedy
Diving with Dolphins,2020,G,03 Apr 2020,79,Keith Scholey,David Fowler| Keith Scholey,Celine Cousteau| Doug Anderson| Paul Atkins,English|French,United States,,-1.0,7.0,174,tt12100080,Documentary
Dolphin Reef,2018,G,03 Apr 2020,77,Keith Scholey| Alastair Fothergill,Keith Scholey| David Fowler,Natalie Portman,English,United States,,79.0,7.4,1071,tt10055028,Documentary|Family
Don's Fountain of Youth,1953,Approved,30 May 1953,6,Jack Hannah| Norman Ferguson| Clyde Geronimi,Ralph Wright| Ted Osborne| Al Taliaferro,James MacDonald| Clarence Nash,English,United States,,-1.0,7.1,773,tt0045696,Animation|Short|Comedy
Donald's Dog Laundry,1940,Approved,05 Apr 1940,8,Jack King,Carl Barks| Chuck Couch| Ralph Wright,Lee Millar| Clarence Nash,English,United States,,-1.0,6.8,1063,tt0032401,Animation|Short|Comedy
Double Dribble,1946,Approved,20 Dec 1946,7,Jack Hannah| Jack Kinney,Bill Berg| Milt Banta,Pinto Colvig| Fred Shields,English,United States,,-1.0,6.7,829,tt0038489,Animation|Short|Comedy
Dragon Around,1954,Approved,16 Jul 1954,7,Jack Hannah,Nick George| Roy Williams,Dessie Flynn| James MacDonald| Clarence Nash,English,United States,,-1.0,7.0,754,tt0046932,Family|Comedy|Animation
Elephant,2020,G,03 Apr 2020,86,Mark Linfield| Vanessa Berlowitz| Alastair Fothergill,Mark Linfield| David Fowler,Meghan Markle,English,United States,1 win & 1 nomination,61.0,7.2,2180,tt12036052,Documentary|Adventure|Biography
Elmer Elephant,1936,Approved,28 Mar 1936,9,Wilfred Jackson,Earl Hurd| Bianca Majolie| Ted Sears,Pinto Colvig| Bernice Hansen| Clarence Nash,English,United States,,-1.0,6.9,1288,tt0027569,Animation|Short|Comedy
Fish Hooks,2010,TV-G,28 Aug 2010,22,,Noah Jones| Alex Hirsch| William Reiss,Chelsea Kane| Justin Roiland| Kyle Massey,English,United States,2 wins & 1 nomination,-1.0,4.9,3549,tt1725902,Animation|Adventure|Comedy
How to Play Football,1944,Approved,15 Sep 1944,7,Jack Kinney,Rex Cox| Harry Reeves,Billy Bletcher| Pinto Colvig,English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.1,1199,tt0036933,Animation|Short|Comedy
In the Footsteps of Elephant,2020,G,03 Apr 2020,85,Vanessa Berlowitz| Tom Stephens,Vanessa Berlowitz| David Fowler,Jeremy Sisto| Mike Chase| Martyn Colbeck,English,United States,,-1.0,7.2,188,tt12100044,Documentary|Adventure|Family
Lambert the Sheepish Lion,1952,Approved,08 Feb 1952,8,Jack Hannah| Clyde Geronimi,Bill Peet| Ralph Wright| Milt Banta,Sterling Holloway| June Foray| Stan Freberg,English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.6,2289,tt0044821,Animation|Short|Comedy
On Ice,1935,Approved,28 Sep 1935,8,Ben Sharpsteen,Webb Smith,Pinto Colvig| Walt Disney| Marcellite Garner,English,United States,,-1.0,7.3,1497,tt0026816,Animation|Short|Adventure
Out of Scale,1951,G,02 Nov 1951,7,Jack Hannah| Jack Kinney,Bill Berg| Nick George,Dessie Flynn| James MacDonald| Clarence Nash,English,United States,,-1.0,7.5,928,tt0043890,Animation|Short|Comedy
Penguins: Life on the Edge,2020,G,03 Apr 2020,78,Alastair Fothergill| Jeff Wilson,David Fowler| Simon Nash,Blair Underwood| Matthew Aeberhard| John Aitchison,English|French,United States,,-1.0,6.8,160,tt12080904,Documentary|Family
Pluto's Party,1952,Approved,19 Sep 1952,7,Milt Schaffer,Bill Berg| Leo Salkin,James MacDonald| Pinto Colvig,English,United States,,-1.0,6.4,662,tt0045038,Animation|Short|Comedy
Sea Scouts,1939,Approved,30 Jun 1939,8,Dick Lundy,Carl Barks| Chuck Couch| Ted Osborne,Clarence Nash,English,United States,,-1.0,6.9,766,tt0031905,Animation|Family|Comedy
The Boy Who Talked to Badgers,1975,G,14 Sep 1975,89,Gary Nelson,Sheldon Stark| Allan Eckert,Christian Juttner| Carl Betz| Salome Jens,English,United States,,-1.0,5.5,117,tt0072728,Adventure|Family
The New Neighbor,1953,G,01 Aug 1953,7,Jack Hannah| David Hand,Nick George| Milt Schaffer,Pinto Colvig| Billy Bletcher| Clarence Nash,English,United States,,-1.0,7.2,698,tt0046125,Family|Comedy|Animation
The Small One,1978,G,16 Dec 1978,26,Don Bluth| Jack Cutting| Wolfgang Reitherman,Vance Gerry| Peter Young| Charles Tazewell,Sean Marshall| William Woodson| Olan Soule,English,United States,,-1.0,7.7,1692,tt0078281,Animation|Short|Drama
Be Our Chef,2020,TV-G,27 Mar 2020,25,,,Angela Kinsey| DeMaryo Platt,English,United States,,-1.0,6.4,170,tt10219416,Game-Show
Disney Insider,2020,TV-14,20 Mar 2020,17,,,Gina Rodriguez| Katy Perry| Grace VanderWaal,English,United States,,-1.0,6.5,281,tt11998854,Documentary
Frozen 2 - Priyanka Chopra Jonas and Parineeti Chopra - Promo,2019,G,15 Nov 2019,-1,Neha Lohia,,Priyanka Chopra Jonas| Parineeti Chopra,Hindi,India,,-1.0,3.9,31,tt13138624,Short
Stargirl,2020,TV-PG,18 May 2020,566,,Geoff Johns| Greg Berlanti,Brec Bassinger| Anjelika Washington| Trae Romano,English,United States,1 win & 2 nominations,-1.0,7.2,16437,tt8722888,Action|Adventure|Crime
The Sandlot: Heading Home,2007,PG,01 May 2007,96,William Dear,Keith Mitchell| Allie Dvorin| David Mickey Evans (based upon characters created by)| Robert Gunter (based upon characters created by),Danny Nucci| Luke Perry| Keanu Pires| Sarah Deakins,English,USA| Canada,,-1.0,5.0,1872,tt0817307,Family|Sport
101 Dalmatian Street,2018,TV-Y7,14 Dec 2018,22,,,Josh Brener| Michaela Dietz| Bert Davis,English,United Kingdom| Canada| United States,,-1.0,6.1,348,tt7019028,Animation|Comedy|Family
Shop Class,2020,TV-G,28 Feb 2020,45,,,Kelly Ractham| Brooks Atwood| Justin Long,English,United States,,-1.0,7.1,79,tt10225108,Adventure|Family|Game-Show
Viking Warrior Women,2019,G,02 Mar 2020,51,David Bartlett| Sebastian Peiter,Sebastian Peiter,Moa Stefansdotter| Stina Edström| Dennis Bengtsson,English|Swedish|German,United Kingdom,,-1.0,6.5,57,tt10538348,Documentary|Drama|History
Star Wars Resistance,2018,TV-Y7,07 Oct 2018,30,,Carrie Beck| Dave Filoni| Kiri Hart,Christopher Sean| Scott Lawrence| Josh Brener,English,United States,Nominated for 2 Primetime Emmys. 1 win & 4 nominations total,-1.0,5.1,5469,tt8336340,Animation|Action|Adventure
Lost Cities with Albert Lin,2019,G,01 Oct 2019,-1,,,Albert Yu-Min Lin| Duncan Lees| Joseph Angelo Steel,English,United States,,-1.0,7.8,382,tt10366494,Documentary|History
Marvel Rising: Operation Shuri,2019,TV-Y7-FV,11 Oct 2019,21,Chris Rutkowski| Eric Radomski,Mae Catt,Jessica DiCicco| Skai Jackson| Kathreen Khavari,English,United States,,-1.0,5.2,349,tt11113964,Animation|Short|Action
Marvel Rising: Playing with Fire,2019,TV-Y7-FV,18 Dec 2019,44,Sol Choi| Eric Radomski,Danielle Wolff,Dee Bradley Baker| Dove Cameron| Kathreen Khavari| Meera Rohit Kumbhani,English,USA,,-1.0,5.2,220,tt11483514,Animation|Short|Action|Adventure|Family|Sci-Fi
Star Wars: The Clone Wars,2008,TV-PG,03 Oct 2008,23,,George Lucas,Tom Kane| Dee Bradley Baker| Matt Lanter,English,United States,27 wins & 74 nominations,-1.0,8.3,83003,tt0458290,Action|Adventure|Animation|Sci-Fi
Because of Winn-Dixie,2005,PG,18 Feb 2005,106,Wayne Wang,Kate DiCamillo| Joan Singleton,AnnaSophia Robb| Jeff Daniels| Eva Marie Saint,English,United States,2 nominations,54.0,6.4,11509,tt0317132,Children|Comedy|Drama
Disney's Fairy Tale Weddings,2017,TV-PG,11 Dec 2017,63,,Jenny Daly| Simon Lythgoe| Ann Lewis Roberts,Stephen Boss| Allison Holker| Lin-Manuel Miranda,English,United States,1 win,-1.0,6.7,164,tt6974848,Reality-TV
Raven Symoné: That's So Raven,2002,Not-Rated,,2,,,Orlando Brown| Raven-Symoné| Anneliese van der Pol,English,USA,,-1.0,7.6,18,tt5639958,Short|Music
Timmy Failure: Mistakes Were Made,2020,PG,07 Feb 2020,99,Tom McCarthy,Tom McCarthy| Stephan Pastis,Winslow Fegley| Ophelia Lovibond| Wallace Shawn,English,United States,5 nominations,60.0,6.0,2867,tt6820324,Adventure|Comedy|Drama
Descendants 3,2019,TV-G,02 Aug 2019,106,Kenny Ortega,Josann McGibbon| Sara Parriott,Dove Cameron| Cameron Boyce| Sofia Carson| Booboo Stewart,English,USA,1 win & 1 nomination.,-1.0,6.6,6120,tt8022928,Action|Adventure|Drama|Family|Musical|Thriller
Lamp Life,2020,TV-G,31 Jan 2020,7,Valerie LaPointe,Valerie LaPointe,Annie Potts| Ally Maki| Jim Hanks| Emily Davis,English,USA,3 nominations.,-1.0,6.7,2437,tt10167262,Animation|Short|Adventure|Comedy|Family|Fantasy
Diary of a Future President,2020,TV-PG,17 Jan 2020,30,,Ilana Peña,Tess Romero| Selenis Leyva| Charlie Bushnell,English,United States,1 win & 5 nominations,-1.0,6.2,1024,tt9695266,Comedy|Drama|Family
America's National Parks,2015,TV-G,06 Dec 2015,-1,,,C.T. Taylor,English,United States,,-1.0,7.6,193,tt4622802,Documentary
Continent 7: Antarctica,2016,TV-PG,15 Nov 2016,47,,,Chris Browning,English,United States,,-1.0,7.4,171,tt6244108,Adventure
The Lodge,2016,TV-G,17 Oct 2016,22,,,Luke Newton| Sophie Simnett| Thomas Doherty,English,United Kingdom,,-1.0,6.5,566,tt6176812,Family
Destino,2003,PG,09 Jul 2003,7,Dominique Monfery,Salvador Dalí| John Hench,Dora Luz| Jennifer Esposito,English,France| United States,Nominated for 1 Oscar. 6 wins & 2 nominations total,-1.0,7.6,5160,tt0377770,Animation|Short
Loop,2020,PG,10 Jan 2020,9,Erica Milsom,Adam Burke| Matthias De Clercq| Erica Milsom,Madison Bandy| Christiano Delgado| Louis Gonzales,English,United States,1 nomination,-1.0,6.8,2079,tt9536836,Animation|Short|Adventure
Aladdin (2019),2019,G,18 Jun 2019,-1,Sol Harris| Allen Turing,Sol Harris| Allen Turing,Allen Turing| Sol Harris,,,,-1.0,-1.0,-1,tt12930060,Comedy|Talk-Show
Austin & Ally,2011,TV-G,02 Dec 2011,30,,Kevin Kopelow| Heath Seifert,Ross Lynch| Laura Marano| Raini Rodriguez,English,United States,10 wins & 14 nominations,-1.0,6.0,11183,tt1830491,Comedy|Drama|Family
Drain Alcatraz,2017,TV-14,19 Dec 2017,47,Wayne Abbott,Christopher Blow,Craig Sechler| Russell Boulter| John A. Martini| John Cantwell,English,USA,,-1.0,6.0,147,tt7823038,Documentary
Drain the Bermuda Triangle,2014,TV-PG,07 Dec 2014,44,Jobim Sampson,Jobim Sampson| Christopher Blow,Craig Sechler| Russell Boulter| Philippe Rouja,English,United States,,-1.0,6.4,204,tt4266692,Documentary|Short
Drain the Great Lakes,2011,TV-G,01 Dec 2011,47,Wayne Abbott| Crispin Sadler,Wayne Abbott| Jeremy Evans| Crispin Sadler,Cham Giobbi| Nigel Wattrus| Steve Blasco| John O'Shea,English,UK| Canada| USA,,-1.0,6.9,77,tt3738576,Documentary
Drain the Ocean: WWII,2016,TV-PG,19 Sep 2016,44,Mike Slee,Mike Slee,Russell Boulter| James Delgado| Herbert Weatherwax| Scott Pawlowski,English,USA,,-1.0,7.0,109,tt6141006,History
Drain the Sunken Pirate City,2017,TV-14,09 Jul 2017,47,Sophie Elwin-Harris,Sophie Elwin-Harris,Craig Sechler| Russell Boulter| Jon Henderson| Ronald Hutton,English,UK,,-1.0,6.4,88,tt7964284,Documentary
Drain the Titanic,2015,G,,46,Wayne Abbott,Wayne Abbott| Christopher Blow| Max Salomon,Russell Boulter| Brad Cartner| Kenneth Vrana,English,United Kingdom| Canada| United States,,-1.0,6.3,364,tt4743564,Documentary
Hacksaw,1971,TV-PG,26 Sep 1971,89,Larry Lansburgh,Larry Lansburgh Jr. (story by)| Dick Spencer III (teleplay by),Tab Hunter| Victor Millan| Ray Teal| Russ McCubbin,English,USA,,-1.0,6.0,83,tt0067172,Family
Marvel 75 Years: From Pulp to Pop!,2014,G,04 Nov 2014,42,Zak Knutson,Laura Shields,Axel Alonso| Hayley Atwell| Gerry Conway| Louis D'Esposito,English,USA,,-1.0,7.2,841,tt4128102,Documentary|History
Marvel Rising: Battle of the Bands,2019,G,28 Aug 2019,22,Chris Rutkowski,Mae Catt,Dove Cameron| Skai Jackson| Kathreen Khavari,English,United States,,-1.0,4.9,217,tt10863978,Animation|Short|Action
Out There with Jack Randall,2019,G,07 Jul 2019,-1,,,Jack Randall| Gavin Bedford| Ian Bell,,,,-1.0,6.4,70,tt10583412,Documentary
Super Rhino,2009,G,22 Mar 2009,4,Nathan Greno,Nathan Greno,Miley Cyrus| Mark Walton| Susie Essman| Malcolm McDowell,English,USA,,-1.0,6.3,1017,tt1368151,Animation|Short|Adventure|Comedy|Family
The Proud Family,2001,TV-Y,15 Sep 2001,30,,Bruce W. Smith| Doreen Spicer,Kyla Pratt| Tommy Davidson| Jo Marie Payton,English,United States,6 wins & 23 nominations,-1.0,6.5,7198,tt0293737,Animation|Comedy|Family
The Super Hero Squad Show,2009,TV-Y7,14 Sep 2009,-1,,,Tom Kenny| David Boat| Steve Blum,English,United States,,-1.0,6.0,1755,tt1388589,Animation|Action|Comedy
George of the Jungle 2,2003,PG,20 Oct 2003,87,David Grossman,Jordan Moffet| Bill Scott (television series)| Jay Ward (based upon characters created by),Christopher Showerman| Julie Benz| Angus T. Jones| Thomas Haden Church,English,USA| Australia,,-1.0,3.4,6618,tt0322389,Adventure|Children|Comedy
High School Musical: The Musical: The Series: The Special,2019,TV-G,20 Dec 2019,23,Clayton Cogswell,,Joshua Bassett| Corbin Bleu| Matt Cornett| Tim Federle,English,USA,,-1.0,7.2,120,tt11448424,Documentary
Pick of the Litter,2019,TV-PG,20 Dec 2019,35,,Don Hardy| Dana Nachman,,English,United States,,-1.0,8.0,146,tt10855726,Documentary|Family
Togo,2019,PG,20 Dec 2019,113,Ericson Core,Tom Flynn,Willem Dafoe| Julianne Nicholson| Christopher Heyerdahl,English,United States,1 win & 4 nominations,69.0,8.0,46311,tt5116302,Adventure|Biography|Drama
Wind,2019,G,13 Dec 2019,8,Edwin Chang,Edwin Chang,Emilio Fuentes| Sonoko Konishi,English,United States,,-1.0,7.1,1884,tt9536850,Animation|Short|Adventure
One Day at Disney,2019,TV-PG,03 Dec 2019,5,,,Eric Goldberg| Sage Steele| Katie Whetsell,English,United States,,-1.0,7.3,513,tt10854760,Documentary
Expedition Amelia,2019,G,20 Oct 2019,95,Chad Cohen,Chad Cohen| Eleanor Grant (additional writer),Allison Janney| Amelia Earhart| Robert Ballard| Columbia McCaleb,,USA,,-1.0,7.2,155,tt10719984,Documentary|History
Marvel Rising: Chasing Ghosts,2019,G,16 Jan 2019,22,Alfred Gimeno,Mairghread Scott,Dee Bradley Baker| Chloe Bennet| Dove Cameron| Skai Jackson,English,USA,,-1.0,4.9,398,tt9073748,Animation|Short|Action|Adventure|Family
Marvel Rising: Heart of Iron,2019,G,31 Mar 2019,44,Sol Choi| Alfred Gimeno,Margaret Dunlap| Brian Michael Bendis| Stefano Caselli,Dee Bradley Baker| Chloe Bennet| Dove Cameron,English,United States,,-1.0,4.4,461,tt9073746,Action|Animation|Sci-Fi
Supercar Megabuild,2016,G,17 Feb 2016,60,,,Dom Joly| Ranen Rudra| Ralph Hosier,English,United Kingdom,,-1.0,4.2,66,tt12535708,Documentary
12 Dates of Christmas,2011,PG,11 Dec 2011,90,James Hayman,Aaron Mendelsohn (teleplay by)| Janet Brownell (teleplay by)| Aaron Mendelsohn (story by)| Blake Harris (story by),Laura Miyata| Vijay Mehta| Amy Smart| Audrey Dwyer,English,USA,1 nomination.,-1.0,6.3,5728,tt1846442,Children|Comedy|Fantasy|Romance
A Knight for a Day,1946,Approved,08 Mar 1946,7,Jack Hannah| Burt Gillett| Bill Roberts,Bill Peet,Billy Bletcher| June Foray| John Brown,English,United States,,-1.0,6.7,1035,tt0038674,Animation|Short|Comedy
A Ring of Endless Light,2002,TV-G,23 Aug 2002,88,Greg Beeman,Madeleine L'Engle (novel)| Marita Giovanni (teleplay)| Bruce Graham (teleplay),Mischa Barton| Ryan Merriman| Jared Padalecki| Scarlett Pomers,English,USA,2 wins & 1 nomination.,-1.0,6.0,1165,tt0282123,Drama|Family|Romance
Aladdin and the King of Thieves,1996,Not-Rated,13 Aug 1996,81,Tad Stones,Mark McCorkle (screenplay by)| Bob Schooley (screenplay by),Val Bettin| Jim Cummings| Gilbert Gottfried| Linda Larkin,English,USA,2 wins & 1 nomination.,-1.0,6.4,33562,tt0115491,Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance
Alice in Wonderland,1951,G,28 Jul 1951,75,Clyde Geronimi| Wilfred Jackson| Hamilton Luske,Lewis Carroll| Winston Hibler| Ted Sears,Kathryn Beaumont| Ed Wynn| Richard Haydn,English,United States,Nominated for 1 Oscar. 2 nominations total,68.0,7.4,137620,tt0043274,Adventure|Animation|Children|Fantasy|Musical
Alley Cats Strike,2000,TV-G,18 Mar 2000,103,Rod Daniel,Gregory K. Pincus,Kyle Schmid| Robert Ri'chard| Kaley Cuoco| Mimi Paley,English,USA| Canada,1 nomination.,-1.0,6.1,2093,tt0217990,Children|Comedy|Drama
Almost Angels,1962,Not-Rated,21 Dec 1962,93,Steve Previn,Vernon Harris| Robert A. Stemmle,Vincent Winter| Sean Scully| Peter Weck,English,United States,,-1.0,6.6,547,tt0055740,Comedy|Family|Music
America's Heart & Soul,2004,PG,02 Jul 2004,84,Louie Schwartzberg,,George Woodard| Charles Jimmie Sr.| The Vasquez Brothers,English,United States,2 nominations,55.0,5.0,679,tt0381006,Documentary
An Extremely Goofy Movie,2000,G,29 Feb 2000,79,Douglas McCarthy,Scott Spencer Gorden (screenplay by)| Hillary Carlip (additional screenplay material by),Bill Farmer| Jason Marsden| Jeff Bennett| Jim Cummings,English,USA| Australia,2 wins & 1 nomination.,-1.0,6.4,10662,tt0208185,Animation|Comedy|Family|Sport
Annie,1999,UNRATED,07 Nov 1999,90,Rob Marshall,Irene Mecchi (teleplay)| Thomas Meehan (book)| Martin Charnin (lyrics),Kathy Bates| Victor Garber| Alan Cumming| Audra McDonald,English,USA,Nominated for 1 Golden Globe. Another 9 wins & 23 nominations.,-1.0,6.7,4380,tt0207972,Family|Comedy|Musical
Apollo: Missions to the Moon,2019,Not-Rated,07 Jul 2019,94,Tom Jennings,Tom Jennings,Walt Disney| Ward Kimball| Wernher von Braun,English,United States,4 wins & 3 nominations,-1.0,7.6,456,tt9782756,Documentary|History
Atlantis Rising,2017,G,29 Jan 2017,93,Simcha Jacobovici,Simcha Jacobovici| Georgeos Díaz-Montexano (story advisor),James Cameron| Georgeos Díaz-Montexano| Peter Ellul Vincenti| Richard Freund,English,Canada,,-1.0,6.6,413,tt6467274,Documentary|Adventure|Mystery
Atlantis: Milo's Return,2003,G,20 May 2003,70,Victor Cook| Toby Shelton| Tad Stones,Thomas Hart (screenplay)| Henry Gilroy (screenplay)| Kevin Hopps (screenplay)| Tad Stones (screenplay)| Steve Englehart (screenplay)| Marty Isenberg (screenplay),James Arnold Taylor| Cree Summer| John Mahoney| Jacqueline Obradors,Norwegian|English,USA,1 nomination.,-1.0,5.1,8573,tt0344864,Animation|Action|Adventure|Comedy|Drama|Family|Fantasy|Sci-Fi
Auntie Edna,2018,TV-PG,06 Nov 2018,5,Ted Mathot,Brad Bird| Ted Mathot,Brad Bird| Craig T. Nelson| Eli Fucile,English,United States,,-1.0,7.1,2701,tt8952294,Animation|Short|Action
Avatar,2009,PG-13,18 Dec 2009,162,James Cameron,James Cameron,Sam Worthington| Zoe Saldana| Sigourney Weaver,English|Spanish,United States,Won 3 Oscars. 89 wins & 131 nominations total,83.0,7.9,1185150,tt0499549,Action|Adventure|Sci-Fi|IMAX
