Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,total_gross,inflation_adjusted_gross,movieId,title,genres,movie_title,year
Old Dogs,2009,PG,25 Nov 2009,88.0,Comedy|Family,Comedy|Family,DavidDiamond|DavidWeissman,RobinWilliams|JohnTravolta|SethGreen,English|Ukrainian,UnitedStates,5 nominations,19.0,5.3,37691,tt0976238,49492060.0,62510725.0,72696.0,Old Dogs (2009),Comedy|Family,Old Dogs,2009.0
Oliver & Company,1988,G,18 Nov 1988,74.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JimCox|TimDisney|JamesMangold,JoeyLawrence|BillyJoel|CheechMarin,English,UnitedStates,1 win & 2 nominations,58.0,6.7,47509,tt0095776,49576671.0,113556978.0,709.0,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,Oliver & Company,1988.0
One Good Cop,1991,R,03 May 1991,114.0,Action|Crime|Drama,Action|Crime|Drama,HeywoodGould,MichaelKeaton|ReneRusso|AnthonyLaPaglia,English,UnitedStates,1 nomination,-1.0,5.8,4136,tt0102593,11276846.0,22435293.0,6240.0,One Good Cop (1991),Action|Crime|Drama,One Good Cop,1991.0
One Magic Christmas,1985,G,22 Nov 1985,89.0,Family|Fantasy,Family|Fantasy,ThomasMeehan|PhillipBorsos|BarryHealey,MarySteenburgen|GaryBasaraba|HarryDeanStanton,English,Canada|UnitedStates,2 wins & 7 nominations,-1.0,6.5,3788,tt0089731,13229514.0,33315998.0,2086.0,One Magic Christmas (1985),Family|Fantasy,One Magic Christmas,1985.0
Onward,2020,PG,06 Mar 2020,102.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,DanScanlon|KeithBunin|JasonHeadley,TomHolland|ChrisPratt|JuliaLouis-Dreyfus,English,UnitedStates,Nominated for 1 Oscar. 4 wins & 65 nominations total,61.0,7.4,138624,tt7146812,61555145.0,64447019.0,,,Animation|Adventure|Comedy,,
Open Range,2003,R,15 Aug 2003,139.0,Action|Drama|Romance,Action|Drama|Romance,LauranPaine|CraigStorper,KevinCostner|RobertDuvall|DiegoLuna,English,UnitedStates,1 win & 5 nominations,67.0,7.4,71654,tt0316356,58331254.0,85902282.0,6617.0,Open Range (2003),Action|Drama|Romance,Open Range,2003.0
Operation Dumbo Drop,1995,PG,28 Jul 1995,107.0,Action|Adventure|Comedy,Action|Adventure|Comedy,JamesMorris|GeneQuintano|JimKouf,DannyGlover|RayLiotta|DenisLeary,English|Vietnamese,UnitedStates,,48.0,5.1,8975,tt0114048,24670346.0,43864328.0,688.0,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Operation Dumbo Drop,1995.0
Oscar,1991,PG,26 Apr 1991,109.0,Comedy|Crime,Comedy|Crime,ClaudeMagnier|MichaelBarrie|JimMulholland,SylvesterStallone|OrnellaMuti|PeterRiegert,English|Italian,UnitedStates,3 nominations,47.0,6.5,31668,tt0102603,23562716.0,46878040.0,6424.0,Oscar (1991),Comedy|Crime|Mystery|Romance,Oscar,1991.0
Out Cold,2001,PG-13,21 Nov 2001,89.0,Comedy|Sport,Comedy|Sport,JonZack,FlexAlexander|DavidDenman|A.J.Cook,English,UnitedStates,,22.0,6.3,17466,tt0253798,13906394.0,21277332.0,4900.0,Out Cold (2001),Comedy|Sport,Out Cold,2001.0
Outrageous Fortune,1987,R,30 Jan 1987,99.0,Comedy,Comedy,LeslieDixon,ShelleyLong|BetteMidler|PeterCoyote,English|Russian,UnitedStates,2 wins & 1 nomination,55.0,6.2,8025,tt0093690,52864741.0,126098229.0,2752.0,Outrageous Fortune (1987),Comedy|Mystery,Outrageous Fortune,1987.0
Oz the Great and Powerful,2013,PG,08 Mar 2013,130.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,MitchellKapner|DavidLindsay-Abaire|L.FrankBaum,JamesFranco|MichelleWilliams|RachelWeisz,English,UnitedStates,6 wins & 31 nominations,44.0,6.3,205616,tt1623205,234770996.0,273079996.0,101112.0,Oz the Great and Powerful (2013),Action|Adventure|Fantasy|IMAX,Oz the Great and Powerful,2013.0
Paradise,1991,PG-13,04 Oct 1991,111.0,Drama,Drama,MaryAgnesDonoghue|Jean-LoupHubert,MelanieGriffith|DonJohnson|ElijahWood,English,UnitedStates,1 win & 4 nominations,-1.0,6.7,2899,tt0102631,18634643.0,37073635.0,8063.0,Paradise (1991),Drama,Paradise,1991.0
Passed Away,1992,PG-13,24 Apr 1992,96.0,Comedy,Comedy,CharliePeters,BobHoskins|JackWarden|WilliamPetersen,English,UnitedStates,1 nomination,-1.0,5.8,1341,tt0105103,4030793.0,7784917.0,8041.0,Passed Away (1992),Comedy,Passed Away,1992.0
Pearl Harbor,2001,PG-13,25 May 2001,183.0,Action|Drama|History,Action|Drama|History,RandallWallace,BenAffleck|KateBeckinsale|JoshHartnett,English|Japanese|French,UnitedStates,Won 1 Oscar. 14 wins & 51 nominations total,44.0,6.2,326478,tt0213149,198539855.0,303773825.0,4310.0,Pearl Harbor (2001),Action|Drama|Romance|War,Pearl Harbor,2001.0
Penguins,2019,G,17 Apr 2019,76.0,Documentary|Family,Documentary|Family,DavidFowler,EdHelms,English,UnitedStates,1 win & 1 nomination,69.0,7.1,1626,tt8080302,7699452.0,8160623.0,201194.0,Penguins (2019),Children|Documentary,Penguins,2019.0
People Like Us,2012,PG-13,29 Jun 2012,114.0,Comedy|Drama,Comedy|Drama,AlexKurtzman|RobertoOrci|JodyLambert,ChrisPine|ElizabethBanks|MichellePfeiffer,English|Spanish,UnitedStates,,49.0,7.0,42811,tt1716777,12431792.0,14672172.0,95567.0,People Like Us (2012),Comedy|Drama,People Like Us,2012.0
Peter Pan 2: Return to Never Land,2002,G,15 Feb 2002,72.0,Animation|Adventure|Family,Animation|Adventure|Family,TempleMathews|CarterCrocker|J.M.Barrie,BlayneWeaver|HarrietOwen|CoreyBurton,English,UnitedStates|Canada|Australia,4 nominations,49.0,5.8,19979,tt0280030,48430258.0,72946898.0,,,Animation|Adventure|Family,,
Pete's Dragon,2016,PG,12 Aug 2016,102.0,Action|Adventure|Comedy,Action|Adventure|Comedy,DavidLowery|TobyHalbrooks|MalcolmMarmorstein,BryceDallasHoward|RobertRedford|OakesFegley,English,UnitedStates,3 wins & 7 nominations,71.0,6.7,57521,tt2788732,76233151.0,86067893.0,160573.0,Pete's Dragon (2016),Adventure|Children|Fantasy,Pete's Dragon,2016.0
Phenomenon,1996,PG,03 Jul 1996,123.0,Drama|Fantasy|Romance,Drama|Fantasy|Romance,GeraldDiPego,JohnTravolta|KyraSedgwick|ForestWhitaker,Portuguese|Spanish|English,UnitedStates,7 wins & 8 nominations,41.0,6.4,78699,tt0117333,104636382.0,180709499.0,802.0,Phenomenon (1996),Drama|Fantasy|Romance,Phenomenon,1996.0
Piglet's Big Movie,2003,G,21 Mar 2003,75.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BrianHohlfeld|A.A.Milne|TedHenning,JohnFiedler|JimCummings|KenSansom,English,UnitedStates,1 nomination,62.0,6.2,7748,tt0323642,23103423.0,34023557.0,6251.0,Piglet's Big Movie (2003),Animation|Adventure|Comedy,Piglet's Big Movie,2003.0
Pinocchio,1940,G,23 Feb 1940,88.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,CarloCollodi|TedSears|OttoEnglander,DickieJones|ChristianRub|MelBlanc,English,UnitedStates,Won 2 Oscars. 7 wins total,99.0,7.4,140877,tt0032910,84300000.0,1631626500.0,596.0,Pinocchio (1940),Animation|Children|Fantasy|Musical,Pinocchio,1940.0
Pirates of the Caribbean: At World's End,2007,PG-13,25 May 2007,169.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,TedElliott|TerryRossio|StuartBeattie,JohnnyDepp|OrlandoBloom|KeiraKnightley,English,UnitedStates,Nominated for 2 Oscars. 23 wins & 51 nominations total,50.0,7.1,628304,tt0449088,309420425.0,404373704.0,53125.0,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,Pirates of the Caribbean: At World's End,2007.0
Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,07 Jul 2006,151.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,TedElliott|TerryRossio|StuartBeattie,JohnnyDepp|OrlandoBloom|KeiraKnightley,English|Turkish|Greek|Mandarin|French,UnitedStates,Won 1 Oscar. 45 wins & 54 nominations total,53.0,7.4,691187,tt0383574,423315812.0,568977607.0,45722.0,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,Pirates of the Caribbean: Dead Man's Chest,2006.0
Pirates of the Caribbean: Dead Men Tell No Tales,2017,PG-13,26 May 2017,129.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,JeffNathanson|TerryRossio|TedElliott,JohnnyDepp|GeoffreyRush|JavierBardem,English|Spanish,UnitedStates|Australia|UnitedKingdom|Canada,1 win & 13 nominations,39.0,6.5,292790,tt1790809,172558876.0,190756685.0,122896.0,Pirates of the Caribbean: Dead Men Tell No Tales (2017),Action|Adventure|Fantasy,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,20 May 2011,136.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,TedElliott|TerryRossio|StuartBeattie,JohnnyDepp|PenélopeCruz|IanMcShane,English|Spanish,UnitedStates|UnitedKingdom,3 wins & 31 nominations,45.0,6.6,509973,tt1298650,241063875.0,290394632.0,86880.0,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX,Pirates of the Caribbean: On Stranger Tides,2011.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,09 Jul 2003,143.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,TedElliott|TerryRossio|StuartBeattie,JohnnyDepp|GeoffreyRush|OrlandoBloom,English,UnitedStates,Nominated for 5 Oscars. 38 wins & 104 nominations total,63.0,8.0,1070277,tt0325980,305411224.0,449767822.0,6539.0,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0
Play It to the Bone,1999,R,21 Jan 2000,124.0,Comedy|Drama|Sport,Comedy|Drama|Sport,RonShelton,WoodyHarrelson|AntonioBanderas|LolitaDavidovich,English,UnitedStates,,32.0,5.5,11940,tt0196857,8427204.0,13706599.0,,,Comedy|Drama|Sport,,
Playing God,1997,R,17 Oct 1997,94.0,Crime|Drama|Thriller,Crime|Drama|Thriller,MarkHaskellSmith,DavidDuchovny|TimothyHutton|AngelinaJolie,English|Russian,UnitedStates,,-1.0,5.6,7619,tt0119906,4166918.0,7034951.0,1647.0,Playing God (1997),Crime|Drama|Thriller,Playing God,1997.0
Pocahontas,1995,G,23 Jun 1995,81.0,Animation|Adventure|Drama,Animation|Adventure|Drama,CarlBinder|SusannahGrant|PhilipLaZebnik,MelGibson|LindaHunt|ChristianBale,English|Algonquin,UnitedStates,Won 2 Oscars. 15 wins & 7 nominations total,58.0,6.7,181496,tt0114148,141579773.0,251731437.0,48.0,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,Pocahontas,1995.0
Pooh's Heffalump Movie,2005,G,11 Feb 2005,68.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BrianHohlfeld|EvanSpiliotopoulos|A.A.Milne,JimCummings|BrendaBlethyn|KyleStanger,English,UnitedStates,1 nomination,64.0,6.4,7364,tt0407121,18098433.0,25110764.0,31687.0,Pooh's Heffalump Movie (2005),Animation|Adventure|Comedy,Pooh's Heffalump Movie,2005.0
Powder,1995,PG-13,27 Oct 1995,111.0,Drama|Fantasy|Mystery,Drama|Fantasy|Mystery,VictorSalva,MarySteenburgen|SeanPatrickFlanery|LanceHenriksen,English,UnitedStates,2 nominations,-1.0,6.6,30047,tt0114168,30833914.0,54823265.0,24.0,Powder (1995),Drama|Fantasy|Mystery,Powder,1995.0
Prefontaine,1997,PG-13,24 Jan 1997,106.0,Biography|Drama|Romance,Biography|Drama|Romance,SteveJames|EugeneCorr,JaredLeto|R.LeeErmey|EdO'Neill,English,UnitedStates,,56.0,6.8,7237,tt0119937,590817.0,997468.0,1442.0,Prefontaine (1997),Biography|Drama|Romance,Prefontaine,1997.0
Pretty Woman,1990,R,23 Mar 1990,119.0,Comedy|Romance,Comedy|Romance,J.F.Lawton,RichardGere|JuliaRoberts|JasonAlexander,English,UnitedStates,Nominated for 1 Oscar. 8 wins & 11 nominations total,51.0,7.1,314135,tt0100405,178406268.0,369875642.0,597.0,Pretty Woman (1990),Comedy|Romance,Pretty Woman,1990.0
Primeval,2007,TV-14,09 Aug 2008,60.0,Action|Adventure|Drama,Action|Adventure|Drama,TimHaines|AdrianHodges,AndrewLeePotts|HannahSpearritt|BenMiller,English,UnitedKingdom|France|Germany|Ireland,Nominated for 1 BAFTA Film Award5 nominations total,-1.0,7.3,14268,tt0808096,10597734.0,13849909.0,50440.0,Primeval (2007),Action|Adventure|Drama,Primeval,2007.0
Prince of Persia: The Sands of Time,2010,PG-13,28 May 2010,116.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,BoazYakin|DougMiro|CarloBernard,JakeGyllenhaal|GemmaArterton|BenKingsley,English,UnitedStates,1 win & 11 nominations,50.0,6.6,284245,tt0473075,90759676.0,112783640.0,78105.0,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,Prince of Persia: The Sands of Time,2010.0
Prom,2011,PG,29 Apr 2011,104.0,Comedy|Drama|Family,Comedy|Drama|Family,KatieWech,AimeeTeegarden|ThomasMcDonell|DeVaughnNixon,English,UnitedStates,1 nomination,50.0,5.4,15219,tt1604171,10130219.0,12203243.0,89194.0,Prom (2011),Comedy|Drama|Family,Prom,2011.0
Queen of Katwe,2016,PG,30 Sep 2016,124.0,Biography|Drama|Sport,Biography|Drama|Sport,WilliamWheeler|TimCrothers,MadinaNalwanga|DavidOyelowo|LupitaNyong'o,English,UnitedStates,3 wins & 26 nominations,73.0,7.4,17080,tt4341582,8891467.0,10038543.0,162596.0,Queen of Katwe (2016),Biography|Drama|Sport,Queen of Katwe,2016.0
Quiz Show,1994,PG-13,07 Oct 1994,133.0,Biography|Drama|History,Biography|Drama|History,PaulAttanasio|RichardN.Goodwin,RalphFiennes|JohnTurturro|RobMorrow,English,UnitedStates,Nominated for 4 Oscars. 6 wins & 36 nominations total,92.0,7.5,68515,tt0110932,24787282.0,45321253.0,300.0,Quiz Show (1994),Biography|Drama|History,Quiz Show,1994.0
Race to Witch Mountain,2009,PG,13 Mar 2009,98.0,Action|Adventure|Family,Action|Adventure|Family,MattLopez|MarkBomback|AlexanderKey,DwayneJohnson|CarlaGugino|AnnaSophiaRobb,English,UnitedStates,1 nomination,52.0,5.7,58879,tt1075417,67172594.0,84842044.0,70305.0,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,Race to Witch Mountain,2009.0
Raising Helen,2004,PG-13,28 May 2004,119.0,Comedy|Drama|Romance,Comedy|Drama|Romance,PatrickJ.Clifton|BethRigazio|JackAmiel,KateHudson|JohnCorbett|JoanCusack,English,UnitedStates,1 nomination,38.0,6.0,36755,tt0350028,37485528.0,53771590.0,8362.0,Raising Helen (2004),Comedy|Drama|Romance,Raising Helen,2004.0
Ralph Breaks the Internet,2018,PG,21 Nov 2018,112.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,PhilJohnston|PamelaRibon|RichMoore,JohnC.Reilly|SarahSilverman|GalGadot,English,UnitedStates,Nominated for 1 Oscar. 3 wins & 67 nominations total,71.0,7.0,152739,tt5848272,201091711.0,216998414.0,194016.0,Ralph Breaks the Internet (2018),Animation|Adventure|Comedy,Ralph Breaks the Internet,2018.0
Ransom,1996,R,08 Nov 1996,121.0,Action|Crime|Thriller,Action|Crime|Thriller,CyrilHume|RichardMaibaum|RichardPrice,MelGibson|GarySinise|ReneRusso,English,UnitedStates,3 wins & 5 nominations,60.0,6.7,125621,tt0117438,136492681.0,235726078.0,832.0,Ransom (1996),Action|Crime|Thriller,Ransom,1996.0
Ratatouille,2007,G,29 Jun 2007,111.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BradBird|JanPinkava|JimCapobianco,BradGarrett|LouRomano|PattonOswalt,English|French,UnitedStates,Won 1 Oscar. 67 wins & 42 nominations total,96.0,8.1,694110,tt0382932,206445654.0,269798588.0,50872.0,Ratatouille (2007),Animation|Adventure|Comedy,Ratatouille,2007.0
Raya and the Last Dragon,2021,PG,05 Mar 2021,107.0,Animation|Action|Adventure,Animation|Action|Adventure,QuiNguyen|AdeleLim|PaulBriggs,KellyMarieTran|Awkwafina|GemmaChan,English,UnitedStates,Nominated for 1 Oscar. 10 wins & 59 nominations total,75.0,7.3,137720,tt5109280,54723032.0,54723032.0,,,Animation|Action|Adventure,,
Real Steel,2011,PG-13,07 Oct 2011,127.0,Action|Drama|Sci-Fi,Action|Drama|Sci-Fi,JohnGatins|DanGilroy|JeremyLeven,HughJackman|EvangelineLilly|DakotaGoyo,English|Ukrainian,UnitedStates|India,Nominated for 1 Oscar. 2 wins & 6 nominations total,56.0,7.1,319398,tt0433035,85463309.0,102952324.0,90249.0,Real Steel (2011),Action|Drama|Sci-Fi|IMAX,Real Steel,2011.0
Recess: School's Out,2001,G,16 Feb 2001,82.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,PaulGermain|JoeAnsolabehere|JonathanGreenberg,AndrewLawrence|RickeyD'ShonCollins|JasonDavis,English,UnitedStates|Japan,,43.0,6.6,10428,tt0265632,36696761.0,56147494.0,4154.0,Recess: School's Out (2001),Animation|Adventure|Comedy,Recess: School's Out,2001.0
Reign of Fire,2002,PG-13,12 Jul 2002,101.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,GreggChabot|KevinPeterka|MattGreenberg,MatthewMcConaughey|ChristianBale|IzabellaScorupco,English,UnitedStates,1 win & 3 nominations,39.0,6.2,133690,tt0253556,43061982.0,64861063.0,5463.0,Reign of Fire (2002),Action|Adventure|Fantasy,Reign of Fire,2002.0
Remember the Titans,2000,PG,29 Sep 2000,113.0,Biography|Drama|Sport,Biography|Drama|Sport,GregoryAllenHoward,DenzelWashington|WillPatton|WoodHarris,English,UnitedStates,8 wins & 18 nominations,48.0,7.8,210371,tt0210945,115719751.0,182093965.0,3916.0,Remember the Titans (2000),Biography|Drama|Sport,Remember the Titans,2000.0
Renaissance Man,1994,PG-13,03 Jun 1994,128.0,Comedy|Drama,Comedy|Drama,JimBurnstein,DannyDeVito|GregoryHines|JamesRemar,English,UnitedStates,,44.0,6.2,17800,tt0110971,24172899.0,44197911.0,516.0,Renaissance Man (1994),Comedy|Drama,Renaissance Man,1994.0
Return to Oz,1985,PG,21 Jun 1985,113.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,WalterMurch|GillDennis|L.FrankBaum,FairuzaBalk|NicolWilliamson|JeanMarsh,English,UnitedKingdom|UnitedStates,Nominated for 1 Oscar. 6 nominations total,42.0,6.8,26772,tt0089908,10618813.0,26741447.0,2093.0,Return to Oz (1985),Adventure|Children|Fantasy,Return to Oz,1985.0
Return to Snowy River,1988,PG,15 Apr 1988,99.0,Adventure|Drama|Western,Adventure|Drama|Western,JohnDixon|GeoffBurrowes|A.B.'Banjo'Paterson,TomBurlinson|SigridThornton|BrianDennehy,English,Australia,2 nominations,-1.0,6.6,2513,tt0095993,13687027.0,31350580.0,4534.0,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,Return to Snowy River,1988.0
RocketMan,1997,PG,10 Oct 1997,95.0,Comedy|Family|Sci-Fi,Comedy|Family|Sci-Fi,OrenAviv|CraigMazin|GregErb,HarlandWilliams|JessicaLundy|WilliamSadler,English,UnitedStates,,-1.0,5.9,9587,tt0120029,15448043.0,26080724.0,1646.0,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,RocketMan,1997.0
Rogue One: A Star Wars Story,2016,PG-13,16 Dec 2016,133.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,ChrisWeitz|TonyGilroy|JohnKnoll,FelicityJones|DiegoLuna|AlanTudyk,English,UnitedStates,Nominated for 2 Oscars. 24 wins & 85 nominations total,65.0,7.8,600819,tt3748528,636673553.0,718810004.0,166528.0,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi,Rogue One: A Star Wars Story,2016.0
Romy and Michele's High School Reunion,1997,R,25 Apr 1997,92.0,Comedy,Comedy,RobinSchiff,MiraSorvino|LisaKudrow|JaneaneGarofalo,English,UnitedStates,4 nominations,59.0,6.3,46106,tt0120032,29235353.0,49357654.0,1513.0,Romy and Michele's High School Reunion (1997),Comedy,Romy and Michele's High School Reunion,1997.0
Roommates,1995,PG,03 Mar 1995,108.0,Comedy|Drama,Comedy|Drama,MaxApple|StephenMetcalfe,PeterFalk|D.B.Sweeney|JulianneMoore,English,UnitedStates|Japan,Nominated for 1 Oscar. 2 nominations total,-1.0,6.4,1854,tt0114296,12076989.0,21473108.0,304.0,Roommates (1995),Comedy|Drama,Roommates,1995.0
Roving Mars,2006,G,27 Jan 2006,40.0,Documentary|Short,Documentary|Short,GeorgeButler|RobertAndrus,PaulNewman|SteveSquyres|RobManning,English,UnitedStates,1 win & 1 nomination,58.0,7.3,1050,tt0436595,10407978.0,13989334.0,,,Documentary|Short,,
Running Brave,1983,PG,04 Nov 1983,106.0,Biography|Drama|Sport,Biography|Drama|Sport,HenryBean|ShirlHendryx,RobbyBenson|PatHingle|ClaudiaCron,English,Canada,1 nomination,-1.0,6.7,721,tt0086220,1204595.0,3277199.0,178551.0,Running Brave (1983),Biography|Drama|Sport,Running Brave,1983.0
Rushmore,1998,R,19 Feb 1999,93.0,Comedy|Drama|Romance,Comedy|Drama|Romance,WesAnderson|OwenWilson,JasonSchwartzman|BillMurray|OliviaWilliams,English|Spanish|Latin|French,UnitedStates,16 wins & 16 nominations,86.0,7.7,181700,tt0128445,17105219.0,28435590.0,2395.0,Rushmore (1998),Comedy|Drama|Romance,Rushmore,1998.0
Ruthless People,1986,R,27 Jun 1986,93.0,Comedy|Crime,Comedy|Crime,DaleLauner|O.Henry,BetteMidler|DannyDeVito|JudgeReinhold,English,UnitedStates,1 win & 3 nominations,78.0,6.9,28050,tt0091877,71624879.0,177082057.0,2463.0,Ruthless People (1986),Comedy|Crime,Ruthless People,1986.0
Sarafina!,1992,PG-13,25 Sep 1992,117.0,Drama|Musical,Drama|Musical,MbongeniNgema|WilliamNicholson,WhoopiGoldberg|LeletiKhumalo|MiriamMakeba,English|Zulu,SouthAfrica|UnitedKingdom|France|UnitedStates,3 nominations,-1.0,6.4,1995,tt0105316,7306242.0,14110993.0,3711.0,Sarafina! (1992),Drama|Musical,Sarafina!,1992.0
Scenes from a Mall,1991,R,22 Feb 1991,89.0,Comedy,Comedy,RogerL.Simon|PaulMazursky,BetteMidler|WoodyAllen|BillIrwin,English,UnitedStates,,-1.0,5.4,4954,tt0102849,9563393.0,19026377.0,6320.0,Scenes from a Mall (1991),Comedy,Scenes from a Mall,1991.0
Secretariat,2010,PG,08 Oct 2010,123.0,Biography|Drama|Family,Biography|Drama|Family,MikeRich|WilliamNack,DianeLane|JohnMalkovich|MargoMartindale,English,UnitedStates,3 wins & 6 nominations,61.0,7.2,28112,tt1028576,59699513.0,74186342.0,80839.0,Secretariat (2010),Biography|Drama|Family,Secretariat,2010.0
Shadow Conspiracy,1997,R,31 Jan 1997,103.0,Action|Thriller,Action|Thriller,AdiHasak|RicGibbs,CharlieSheen|DonaldSutherland|LindaHamilton,English,UnitedStates,,-1.0,4.9,4826,tt0120107,2154540.0,3637481.0,1055.0,Shadow Conspiracy (1997),Action|Thriller,Shadow Conspiracy,1997.0
Shang-Chi and the Legend of the Ten Rings,2021,PG-13,03 Sep 2021,132.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,DaveCallaham|DestinDanielCretton|AndrewLanham,SimuLiu|Awkwafina|TonyChiu-WaiLeung,English|Mandarin,UnitedStates,Nominated for 1 Oscar. 17 wins & 52 nominations total,71.0,7.5,334590,tt9376612,224543292.0,224543292.0,,,Action|Adventure|Fantasy,,
Shanghai Knights,2003,PG-13,07 Feb 2003,114.0,Action|Adventure|Comedy,Action|Adventure|Comedy,AlfredGough|MilesMillar,JackieChan|OwenWilson|FannWong,English|Mandarin,UnitedStates|HongKong,4 nominations,58.0,6.2,104747,tt0300471,60470220.0,89052258.0,6156.0,Shanghai Knights (2003),Action|Adventure|Comedy,Shanghai Knights,2003.0
Shanghai Noon,2000,PG-13,26 May 2000,110.0,Action|Adventure|Comedy,Action|Adventure|Comedy,MilesMillar|AlfredGough,JackieChan|OwenWilson|LucyLiu,English|Mandarin|Sioux|Spanish,UnitedStates|HongKong,1 win & 7 nominations,77.0,6.6,125542,tt0184894,56932305.0,89587379.0,3624.0,Shanghai Noon (2000),Action|Adventure|Comedy|Western,Shanghai Noon,2000.0
Shoot to Kill,1988,R,12 Feb 1988,110.0,Action|Adventure|Crime,Action|Adventure|Crime,HarvZimmel|MichaelBurton|DanielPetrieJr.,SidneyPoitier|TomBerenger|KirstieAlley,English,UnitedStates|Canada,2 nominations,56.0,6.8,13198,tt0096098,29300000.0,67112603.0,4543.0,Shoot to Kill (1988),Action|Adventure|Crime,Shoot to Kill,1988.0
Shopgirl,2005,R,04 Nov 2005,106.0,Drama|Romance,Drama|Romance,SteveMartin,SteveMartin|ClaireDanes|JasonSchwartzman,English|Japanese,UnitedStates,1 win & 7 nominations,62.0,6.3,23999,tt0338427,10284523.0,14269314.0,39414.0,Shopgirl (2005),Comedy|Drama|Romance,Shopgirl,2005.0
Signs,2002,PG-13,02 Aug 2002,106.0,Drama|Mystery|Sci-Fi,Drama|Mystery|Sci-Fi,M.NightShyamalan,MelGibson|JoaquinPhoenix|RoryCulkin,English|Portuguese,UnitedStates,3 wins & 34 nominations,59.0,6.7,355273,tt0286106,227965690.0,343367776.0,5502.0,Signs (2002),Horror|Sci-Fi|Thriller,Signs,2002.0
Simon Birch,1998,PG,11 Sep 1998,114.0,Comedy|Drama|Family,Comedy|Drama|Family,MarkStevenJohnson|JohnIrving,IanMichaelSmith|JosephMazzello|AshleyJudd,English,UnitedStates,3 wins & 3 nominations,39.0,6.9,21226,tt0124879,18253415.0,30344342.0,2236.0,Simon Birch (1998),Comedy|Drama|Family,Simon Birch,1998.0
Sister Act,1992,PG,29 May 1992,100.0,Comedy|Family|Music,Comedy|Family|Music,PaulRudnick,WhoopiGoldberg|MaggieSmith|KathyNajimy,English,UnitedStates,9 wins & 10 nominations,51.0,6.5,96406,tt0105417,139605150.0,269627993.0,3247.0,Sister Act (1992),Comedy|Family|Music,Sister Act,1992.0
Sister Act 2: Back in the Habit,1993,PG,10 Dec 1993,107.0,Comedy|Family|Music,Comedy|Family|Music,JamesOrr|JimCruickshank|JudiAnnMason,WhoopiGoldberg|KathyNajimy|MaggieSmith,English,UnitedStates,1 win & 3 nominations,38.0,5.7,52916,tt0108147,57319029.0,107486071.0,3248.0,Sister Act 2: Back in the Habit (1993),Comedy|Family|Music,Sister Act 2: Back in the Habit,1993.0
Six Days Seven Nights,1998,PG-13,12 Jun 1998,102.0,Action|Adventure|Comedy,Action|Adventure|Comedy,MichaelBrowning,HarrisonFord|AnneHeche|DavidSchwimmer,English|German,UnitedStates,2 wins & 5 nominations,51.0,5.8,76274,tt0120828,74339294.0,123581095.0,1894.0,Six Days Seven Nights (1998),Adventure|Comedy|Romance,Six Days Seven Nights,1998.0
