Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,total_gross,inflation_adjusted_gross,movieId,title,genres,movie_title,year
Toy Story 4,2019,G,21 Jun 2019,100.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnLasseter|AndrewStanton|JoshCooley,TomHanks|TimAllen|AnniePotts,English,UnitedStates,Won 1 Oscar. 57 wins & 67 nominations total,84.0,7.7,235381,tt1979376,434038008.0,460035434.0,201588.0,Toy Story 4 (2019),Adventure|Animation|Children|Comedy,Toy Story 4,2019.0
Treasure Planet,2002,PG,27 Nov 2002,95.0,Animation|Adventure|Family,Animation|Adventure|Family,RobertLouisStevenson|RonClements|JohnMusker,JosephGordon-Levitt|EmmaThompson|MartinShort,English,UnitedStates,Nominated for 1 Oscar. 1 win & 14 nominations total,60.0,7.2,113480,tt0133240,38120554.0,57418157.0,5882.0,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX,Treasure Planet,2002.0
Trenchcoat,1983,PG,11 Mar 1983,91.0,Comedy|Mystery|Thriller,Comedy|Mystery|Thriller,JeffreyPrice|PeterS.Seaman,MargotKidder|RobertHays|DavidSuchet,English|Italian|Latin|German|French,UnitedStates,,-1.0,5.3,502,tt0086476,4304286.0,11710164.0,160392.0,Trenchcoat (1983),Children|Comedy|Crime|Mystery,Trenchcoat,1983.0
TRON,1982,PG,09 Jul 1982,96.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,StevenLisberger|BonnieMacBird|CharlesS.Haas,JeffBridges|BruceBoxleitner|DavidWarner,English,UnitedStates,Nominated for 2 Oscars. 2 wins & 8 nominations total,58.0,6.8,119316,tt0084827,26918576.0,75586803.0,,,Action|Adventure|Sci-Fi,,
TRON: Legacy,2010,PG,17 Dec 2010,125.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,EdwardKitsis|AdamHorowitz|BrianKlugman,JeffBridges|GarrettHedlund|OliviaWilde,English,UnitedStates,Nominated for 1 Oscar. 10 wins & 51 nominations total,49.0,6.8,329388,tt1104001,172062763.0,213815932.0,,,Action|Adventure|Sci-Fi,,
Tuck Everlasting,2002,PG,11 Oct 2002,90.0,Drama|Family|Fantasy,Drama|Family|Fantasy,NatalieBabbitt|JeffreyLieber|JamesV.Hart,AlexisBledel|JonathanJackson|SissySpacek,English|French,UnitedStates,1 win & 3 nominations,66.0,6.6,23596,tt0283084,19161999.0,28862294.0,5667.0,Tuck Everlasting (2002),Drama|Family|Fantasy,Tuck Everlasting,2002.0
Turner & Hooch,1989,PG,28 Jul 1989,97.0,Comedy|Crime|Drama,Comedy|Crime|Drama,DennisShryack|MichaelBlodgett|DanielPetrieJr.,TomHanks|MareWinningham|CraigT.Nelson,English,UnitedStates,1 win & 1 nomination,36.0,6.2,69774,tt0098536,71079915.0,155326811.0,4677.0,Turner & Hooch (1989),Comedy|Crime|Drama,Turner & Hooch,1989.0
Unbreakable,2000,PG-13,22 Nov 2000,106.0,Drama|Mystery|Sci-Fi,Drama|Mystery|Sci-Fi,M.NightShyamalan,BruceWillis|SamuelL.Jackson|RobinWright,English,UnitedStates,2 wins & 15 nominations,62.0,7.3,408168,tt0217869,94999143.0,149488488.0,3994.0,Unbreakable (2000),Drama|Mystery|Sci-Fi,Unbreakable,2000.0
Under the Tuscan Sun,2003,PG-13,26 Sep 2003,113.0,Comedy|Drama|Romance,Comedy|Drama|Romance,FrancesMayes|AudreyWells,DianeLane|RaoulBova|SandraOh,English|Italian|Polish|French|Spanish|German,UnitedStates|Italy,5 nominations,52.0,6.8,51485,tt0328589,43601508.0,64210329.0,6765.0,Under the Tuscan Sun (2003),Comedy|Drama|Romance,Under the Tuscan Sun,2003.0
Underdog,2007,PG,03 Aug 2007,84.0,Action|Adventure|Comedy,Action|Adventure|Comedy,AdamRifkin|JoePiscatella|CraigA.Williams,PeterDinklage|JasonLee|AmyAdams,English,UnitedStates,3 nominations,37.0,4.8,21421,tt0467110,43760605.0,57189624.0,54278.0,Underdog (2007),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Underdog,2007.0
Unstrung Heroes,1995,PG,22 Sep 1995,93.0,Comedy|Drama,Comedy|Drama,FranzLidz|RichardLaGravenese,AndieMacDowell|JohnTurturro|MichaelRichards,English,UnitedStates,Nominated for 1 Oscar. 3 nominations total,70.0,6.7,3129,tt0114798,7929000.0,14097907.0,205.0,Unstrung Heroes (1995),Comedy|Drama,Unstrung Heroes,1995.0
Up,2009,PG,29 May 2009,96.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,PeteDocter|BobPeterson|TomMcCarthy,EdwardAsner|JordanNagai|JohnRatzenberger,English,UnitedStates,Won 2 Oscars. 79 wins & 87 nominations total,88.0,8.2,1005054,tt1049413,293004164.0,370077601.0,68954.0,Up (2009),Adventure|Animation|Children|Drama,Up,2009.0
Up Close & Personal,1996,PG-13,01 Mar 1996,124.0,Drama|Romance,Drama|Romance,JoanDidion|JohnGregoryDunne|AlannaNash,RobertRedford|MichellePfeiffer|StockardChanning,Spanish|English,UnitedStates,Nominated for 1 Oscar. 3 wins & 3 nominations total,-1.0,6.2,14407,tt0118055,51045801.0,88157302.0,,,Drama|Romance,,
Valiant,2005,G,19 Aug 2005,76.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,GeorgeWebster|JordanKatz|GeorgeMelrod,EwanMcGregor|RickyGervais|TimCurry,English,UnitedKingdom|UnitedStates,2 nominations,45.0,5.5,22598,tt0361089,19478106.0,27024999.0,36397.0,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,Valiant,2005.0
Veronica Guerin,2003,R,17 Oct 2003,98.0,Biography|Crime|Drama,Biography|Crime|Drama,CarolDoyle|MaryAgnesDonoghue,CateBlanchett|ColinFarrell|BrendaFricker,English,Ireland|UnitedKingdom|UnitedStates,3 wins & 14 nominations,55.0,6.9,20196,tt0312549,1569918.0,2311960.0,6884.0,Veronica Guerin (2003),Biography|Crime|Drama,Veronica Guerin,2003.0
War Horse,2011,PG-13,25 Dec 2011,146.0,Action|Adventure|Drama,Action|Adventure|Drama,LeeHall|RichardCurtis|MichaelMorpurgo,JeremyIrvine|EmilyWatson|DavidThewlis,English|German,UnitedStates|India,Nominated for 6 Oscars. 15 wins & 77 nominations total,72.0,7.2,154989,tt1568911,79883359.0,96230505.0,91126.0,War Horse (2011),Action|Adventure|Drama,War Horse,2011.0
Washington Square,1997,PG,10 Oct 1997,115.0,Drama|Romance,Drama|Romance,HenryJames|CarolDoyle,JenniferJasonLeigh|AlbertFinney|MaggieSmith,English|French,UnitedStates,1 nomination,-1.0,6.7,3420,tt0120481,1775644.0,2997795.0,1650.0,Washington Square (1997),Drama|Romance,Washington Square,1997.0
What About Bob?,1991,PG,17 May 1991,99.0,Comedy,Comedy,AlvinSargent|LauraZiskin|TomSchulman,BillMurray|RichardDreyfuss|JulieHagerty,English,UnitedStates,2 wins & 2 nominations,60.0,7.0,67941,tt0103241,63710000.0,126751091.0,3809.0,What About Bob? (1991),Comedy,What About Bob?,1991.0
What's Love Got to Do with It,1993,R,25 Jun 1993,118.0,Biography|Drama|Music,Biography|Drama|Music,TinaTurner|KurtLoder|KateLanier,AngelaBassett|LaurenceFishburne|RaéVenKelly,English,UnitedStates,Nominated for 2 Oscars. 3 wins & 15 nominations total,76.0,7.3,20721,tt0108551,39100956.0,73323086.0,,,Biography|Drama|Music,,
When a Man Loves a Woman,1994,R,13 May 1994,126.0,Drama|Romance,Drama|Romance,RonaldBass|AlFranken,MegRyan|AndyGarcia|EllenBurstyn,English|Vietnamese,UnitedStates,4 nominations,-1.0,6.5,21892,tt0111693,50021959.0,91460527.0,381.0,When a Man Loves a Woman (1994),Drama|Romance,When a Man Loves a Woman,1994.0
When in Rome,2010,PG-13,29 Jan 2010,91.0,Comedy|Romance,Comedy|Romance,DavidDiamond|DavidWeissman,KristenBell|JoshDuhamel|AnjelicaHuston,English|Italian|Ukrainian,UnitedStates,3 nominations,25.0,5.6,61844,tt1185416,32680633.0,40610994.0,74154.0,When in Rome (2010),Comedy|Romance,When in Rome,2010.0
Where the Heart Is,1990,R,23 Feb 1990,107.0,Comedy|Drama,Comedy|Drama,TelscheBoorman|JohnBoorman,DabneyColeman|UmaThurman|JoannaCassidy,English,UnitedStates,1 win & 1 nomination,-1.0,6.0,1634,tt0100924,1106475.0,2293967.0,6481.0,Where the Heart Is (1990),Comedy|Drama,Where the Heart Is,1990.0
While You Were Sleeping,1995,PG,21 Apr 1995,103.0,Comedy|Drama|Romance,Comedy|Drama|Romance,DanielG.Sullivan|FredricLebow,SandraBullock|BillPullman|PeterGallagher,English,UnitedStates,4 wins & 5 nominations,67.0,6.7,100455,tt0114924,81057016.0,144120863.0,339.0,While You Were Sleeping (1995),Comedy|Drama|Romance,While You Were Sleeping,1995.0
White Fang,1991,PG,18 Jan 1991,107.0,Adventure|Drama,Adventure|Drama,JackLondon|JeanneRosenberg|NickThiel,EthanHawke|KlausMariaBrandauer|Jed,English,UnitedStates,1 nomination,62.0,6.7,20733,tt0103247,34729091.0,69093552.0,5361.0,White Fang (1991),Adventure|Drama,White Fang,1991.0
White Fang 2: Myth of the White Wolf,1994,PG,15 Apr 1994,106.0,Adventure|Family,Adventure|Family,DavidFallon,ScottBairstow|CharmaineCraig|AlHarrington,English,UnitedStates,,-1.0,5.4,2308,tt0111701,8752399.0,16002952.0,5362.0,White Fang 2: Myth of the White Wolf (1994),Adventure|Children,White Fang 2: Myth of the White Wolf,1994.0
White Squall,1996,PG-13,02 Feb 1996,129.0,Adventure|Drama,Adventure|Drama,CharlesGiegJr.|FelixSutton|ToddRobinson,JeffBridges|CarolineGoodall|JohnSavage,English|Danish|Spanish,UnitedStates|UnitedKingdom,1 nomination,53.0,6.6,23698,tt0118158,10229300.0,17666242.0,86.0,White Squall (1996),Action|Adventure|Drama,White Squall,1996.0
Who Framed Roger Rabbit,1988,PG,22 Jun 1988,104.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,GaryK.Wolf|JeffreyPrice|PeterS.Seaman,BobHoskins|ChristopherLloyd|JoannaCassidy,English,UnitedStates,Won 4 Oscars. 24 wins & 21 nominations total,83.0,7.7,195732,tt0096438,154112492.0,352999678.0,,,Animation|Adventure|Comedy,,
Wild Hearts Can't Be Broken,1991,G,24 May 1991,88.0,Drama|Family|Romance,Drama|Family|Romance,MattWilliams|OleySassone,GabrielleAnwar|MichaelSchoeffling|CliffRobertson,English,UnitedStates,,-1.0,7.2,5253,tt0103262,7300000.0,14523355.0,26760.0,Wild Hearts Can't Be Broken (1991),Drama|Family|Romance,Wild Hearts Can't Be Broken,1991.0
Wild Hogs,2007,PG-13,02 Mar 2007,100.0,Action|Adventure|Comedy,Action|Adventure|Comedy,BradCopeland,TimAllen|MartinLawrence|JohnTravolta,English,UnitedStates,1 win & 4 nominations,27.0,5.9,117665,tt0486946,168213584.0,219834065.0,51575.0,Wild Hogs (2007),Action|Adventure|Comedy,Wild Hogs,2007.0
Winnie the Pooh,2011,G,15 Jul 2011,63.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,StephenJ.Anderson|ClioChiang|DonDougherty,JimCummings|CraigFerguson|JohnCleese,English,UnitedStates,2 wins & 25 nominations,74.0,7.2,24286,tt1449283,26692846.0,32155208.0,88267.0,Winnie the Pooh (2011),Animation|Adventure|Comedy,Winnie the Pooh,2011.0
Wreck-It Ralph,2012,PG,02 Nov 2012,101.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,RichMoore|PhilJohnston|JimReardon,JohnC.Reilly|JackMcBrayer|JaneLynch,English,UnitedStates,Nominated for 1 Oscar. 33 wins & 42 nominations total,72.0,7.7,406874,tt1772341,189412677.0,223547449.0,97913.0,Wreck-It Ralph (2012),Animation|Adventure|Comedy,Wreck-It Ralph,2012.0
X Games 3D: The Movie,2009,PG,21 Aug 2009,92.0,Documentary|Sport,Documentary|Sport,GregJennings|StevenLawrence,TravisPastrana|RickyCarmichael|ShaunWhite,English,UnitedStates,,43.0,6.5,316,tt1440770,1391434.0,1757444.0,85505.0,X Games 3D: The Movie (2009),Documentary|Sport,X Games 3D: The Movie,2009.0
You Again,2010,PG,24 Sep 2010,105.0,Comedy|Romance,Comedy|Romance,MoeJelline,KristenBell|OdetteAnnable|SigourneyWeaver,English|French|German|Spanish|Hawaiian|Japanese|Italian|Hebrew,UnitedStates,2 wins,28.0,5.7,51599,tt1414382,25702053.0,31938975.0,80858.0,You Again (2010),Comedy|Romance,You Again,2010.0
The Young Black Stallion,2003,G,25 Dec 2003,50.0,Adventure|Family|Drama,Adventure|Family|Drama,WalterFarley|StevenFarley|JeanneRosenberg,BianaTamimi|RichardRomanus|PatrickElyas,English,UnitedStates,1 nomination,51.0,5.4,1163,tt0318850,6751389.0,9942521.0,,,Adventure|Family|Drama,,
Zokkomon,2011,PG,22 Apr 2011,109.0,Action|Adventure|Family,Action|Adventure|Family,JavedAkhtar|SatyajitBhatkal|SvatiChakravartyBhatkal,DarsheelSafary|AnupamKher|ManjariFadnnis,Hindi|English,India,,-1.0,4.1,400,tt1605790,2815.0,3391.0,182339.0,Zokkomon (2011),Action|Adventure|Family,Zokkomon,2011.0
Zootopia,2016,PG,04 Mar 2016,108.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,ByronHoward|RichMoore|JaredBush,GinniferGoodwin|JasonBateman|IdrisElba,English,UnitedStates,Won 1 Oscar. 47 wins & 72 nominations total,78.0,8.0,477250,tt2948356,341268248.0,385294833.0,152081.0,Zootopia (2016),Action|Adventure|Animation|Children|Comedy,Zootopia,2016.0
Crazy/Beautiful,2001,PG-13,29 Jun 2001,99.0,Drama|Romance,Drama|Romance,PhilHay|MattManfredi,KirstenDunst|JayHernandez|BruceDavison,English|Spanish,UnitedStates,5 nominations,61.0,6.5,24684,tt0250224,16929123.0,25902227.0,4372.0,Crazy/Beautiful (2001),Drama|Romance,Crazy/Beautiful,2001.0
"Blood In, Blood Out",1993,R,30 Apr 1993,180.0,Crime|Drama,Crime|Drama,RossThomas|JimmySantiagoBaca|JeremyIacone,DamianChapa|JesseBorrego|BenjaminBratt,English|Spanish|Arabic,UnitedStates,2 nominations,47.0,7.9,30773,tt0106469,4496583.0,8432104.0,3761.0,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,"Blood In, Blood Out",1993.0
Gnomeo & Juliet,2011,G,11 Feb 2011,84.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,RobSprackling|JohnnySmith|AndyRiley,JamesMcAvoy|EmilyBlunt|MaggieSmith,English|Japanese|Spanish|German,UnitedKingdom|UnitedStates|Canada,1 win & 12 nominations,53.0,5.9,54996,tt0377981,99967670.0,120424824.0,84637.0,Gnomeo & Juliet (2011),Adventure|Animation|Children|Comedy|Fantasy|Romance,Gnomeo & Juliet,2011.0
Mafia!,1998,PG-13,24 Jul 1998,87.0,Comedy|Crime,Comedy|Crime,JimAbrahams|GregNorberg|MichaelMcManus,JayMohr|ChristinaApplegate|LloydBridges,English|Italian,UnitedStates,2 nominations,-1.0,5.5,15288,tt0120741,19843795.0,32988178.0,,,Comedy|Crime,,
Planes: Fire & Rescue,2014,PG,18 Jul 2014,83.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BobsGannaway|JeffreyM.Howard,DaneCook|EdHarris|JulieBowen,English,UnitedStates,Nominated for 1 BAFTA Film Award6 nominations total,48.0,6.0,17789,tt2980706,59157732.0,67712433.0,112460.0,Planes: Fire & Rescue (2014),Adventure|Animation|Comedy,Planes: Fire & Rescue,2014.0
Star Wars: Episode VII - The Force Awakens,2015,PG-13,18 Dec 2015,138.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,LawrenceKasdan|J.J.Abrams|MichaelArndt,DaisyRidley|JohnBoyega|OscarIsaac,English,UnitedStates,Nominated for 5 Oscars. 62 wins & 138 nominations total,80.0,7.9,904569,tt2488496,936662225.0,1070840332.0,122886.0,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,Star Wars: Episode VII - The Force Awakens,2015.0
Star Wars: Episode IX - The Rise of Skywalker,2019,PG-13,20 Dec 2019,141.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,ChrisTerrio|J.J.Abrams|DerekConnolly,DaisyRidley|JohnBoyega|OscarIsaac,English,UnitedStates,Nominated for 3 Oscars. 20 wins & 55 nominations total,53.0,6.5,423687,tt2527338,515202542.0,546061452.0,,,Action|Adventure|Fantasy,,
WALL·E,2008,G,27 Jun 2008,98.0,Animation|Adventure|Family,Animation|Adventure|Family,AndrewStanton|PeteDocter|JimReardon,BenBurtt|ElissaKnight|JeffGarlin,English|Hindi,UnitedStates,Won 1 Oscar. 94 wins & 95 nominations total,95.0,8.4,1076317,tt0910970,223808164.0,281674190.0,60069.0,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,WALL·E,2008.0
An Alan Smithee Film: Burn Hollywood Burn,1997,R,08 May 1998,86.0,Comedy,Comedy,JoeEszterhas,RyanO'Neal|Coolio|ChuckD,English,UnitedStates,6 wins & 8 nominations,-1.0,3.5,3599,tt0118577,45779.0,76102.0,,,Comedy,,
Fantasia 2000,1999,G,16 Jun 2000,75.0,Animation|Family|Fantasy,Animation|Family|Fantasy,EricGoldberg|JoeGrant|PercePearce,JamesLevine|SteveMartin|ItzhakPerlman,English,UnitedStates,4 wins & 7 nominations,59.0,7.2,37774,tt0120910,60507228.0,95212796.0,3159.0,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,Fantasia 2000,1999.0
Fantasia 2000,1999,G,16 Jun 2000,75.0,Animation|Family|Fantasy,Animation|Family|Fantasy,EricGoldberg|JoeGrant|PercePearce,JamesLevine|SteveMartin|ItzhakPerlman,English,UnitedStates,4 wins & 7 nominations,59.0,7.2,37774,tt0120910,9103630.0,14325264.0,3159.0,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,Fantasia 2000,1999.0
Ponyo,2008,G,14 Aug 2009,101.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,HayaoMiyazaki|MelissaMathison,CateBlanchett|MattDamon|LiamNeeson,English|Japanese,Japan,12 wins & 20 nominations,86.0,7.6,138403,tt0876563,15090399.0,19059861.0,65261.0,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,Ponyo,2008.0
Tales from Earthsea,2006,PG-13,29 Jul 2006,115.0,Animation|Adventure|Fantasy,Animation|Adventure|Fantasy,UrsulaK.LeGuin|GorôMiyazaki|KeikoNiwa,TimothyDalton|WillemDafoe|MariskaHargitay,Japanese|English,Japan,3 nominations,47.0,6.4,38776,tt0495596,48658.0,60465.0,52806.0,Tales from Earthsea (Gedo Senki) (2006),Adventure|Animation|Fantasy,Tales from Earthsea,2006.0
Goal II: Living the Dream,2007,PG-13,29 Aug 2008,115.0,Adventure|Drama|Sport,Adventure|Drama|Sport,MikeJefferies|AdrianButchart|TerryLoane,KunoBecker|AlessandroNivola|AnnaFriel,English|Spanish,UnitedKingdom|Spain|Germany,,-1.0,5.8,32595,tt0473360,225067.0,283258.0,53859.0,Goal II: Living the Dream (2007),Adventure|Drama|Sport,Goal II: Living the Dream,2007.0
Goal! The Dream Begins,2005,PG,12 May 2006,118.0,Drama|Romance|Sport,Drama|Romance|Sport,MikeJefferies|AdrianButchart|DickClement,KunoBecker|AlessandroNivola|AnnaFriel,English|Spanish,UnitedStates|UnitedKingdom,1 win & 6 nominations,53.0,6.7,62776,tt0380389,4283255.0,5757111.0,38388.0,Goal! The Dream Begins (Goal!) (2005),Drama|Romance|Sport,Goal! The Dream Begins,2005.0
Shipwrecked,1990,PG,01 Mar 1991,92.0,Adventure|Family,Adventure|Family,O.V.Falck-Ytter|NilsGaup|BobFoss,StianSmestad|GabrielByrne|LouisaMilwood-Haigh,Norwegian|English,Norway|Sweden|UnitedStates,3 nominations,-1.0,6.6,2802,tt0099816,15024232.0,29890720.0,26690.0,Shipwrecked (a.k.a. Haakon Haakonsen) (1990),Adventure|Children,Shipwrecked,1990.0
Howl's Moving Castle,2004,PG,17 Jun 2005,119.0,Animation|Adventure|Family,Animation|Adventure|Family,HayaoMiyazaki|DianaWynneJones,ChiekoBaishô|TakuyaKimura|TatsuyaGashûin,Japanese,Japan,Nominated for 1 Oscar. 14 wins & 20 nominations total,80.0,8.2,375216,tt0347149,4710455.0,6535545.0,31658.0,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,Howl's Moving Castle,2004.0
Hidden Figures,2016,PG,06 Jan 2017,127.0,Biography|Drama|History,Biography|Drama|History,AllisonSchroeder|TheodoreMelfi|MargotLeeShetterly,TarajiP.Henson|OctaviaSpencer|JanelleMonáe,English,UnitedStates,Nominated for 3 Oscars. 37 wins & 94 nominations total,74.0,7.8,220796,tt4846340,167620331.0,167620331.0,166643.0,Hidden Figures (2016),Biography|Drama|History,Hidden Figures,2016.0
Mr 3000,2004,PG-13,17 Sep 2004,104.0,Comedy|Drama|Romance,Comedy|Drama|Romance,EricChampnella|KeithMitchell|HowardMichaelGould,BernieMac|AngelaBassett|MichaelRispoli,English,UnitedStates,1 win & 5 nominations,57.0,5.6,14404,tt0339412,21800302.0,31271719.0,8864.0,Mr. 3000 (2004),Comedy|Drama|Romance,Mr 3000,2004.0
Mr Destiny,1990,PG-13,12 Oct 1990,110.0,Comedy|Fantasy|Romance,Comedy|Fantasy|Romance,JamesOrr|JimCruickshank,JimBelushi|LindaHamilton|MichaelCaine,English,UnitedStates,,34.0,6.4,12353,tt0100201,15379253.0,31884592.0,7012.0,Mr. Destiny (1990),Comedy|Fantasy|Romance,Mr Destiny,1990.0
Mr Holland's Opus,1995,PG,19 Jan 1996,143.0,Drama|Music,Drama|Music,PatrickSheaneDuncan,RichardDreyfuss|GlenneHeadly|JayThomas,English|AmericanSign,UnitedStates,Nominated for 1 Oscar. 5 wins & 5 nominations total,59.0,7.3,38426,tt0113862,82582604.0,146833387.0,62.0,Mr. Holland's Opus (1995),Drama|Music,Mr Holland's Opus,1995.0
Mr Magoo,1997,PG,25 Dec 1997,87.0,Adventure|Comedy|Family,Adventure|Comedy|Family,PatProft|TomSherohman,LeslieNielsen|KellyLynch|MattKeeslar,English,UnitedStates,2 nominations,18.0,4.0,15174,tt0119718,21437192.0,36192124.0,1731.0,Mr. Magoo (1997),Adventure|Comedy|Family,Mr Magoo,1997.0
Mr Wrong,1996,PG-13,16 Feb 1996,96.0,Comedy,Comedy,ChrisMatheson|KerryEhrin|CraigMunson,EllenDeGeneres|BillPullman|JoanCusack,English,UnitedStates,1 win & 2 nominations,-1.0,3.8,5078,tt0117102,12805071.0,22114659.0,102.0,Mr. Wrong (1996),Comedy,Mr Wrong,1996.0
Oceans,2009,G,22 Apr 2010,84.0,Documentary,Documentary,ChristopheCheysson|JacquesCluzaud|LaurentDebas,PierceBrosnan|JacquesPerrin|PedroArmendárizJr.,French,France|Switzerland|Spain|UnitedStates|UnitedArabEmirates|Monaco,2 wins & 4 nominations,75.0,7.8,9601,tt0765128,19422319.0,24135386.0,76054.0,Oceans (Océans) (2009),Documentary|Drama,Oceans,2009.0
Red Rock West,1993,R,14 May 1993,98.0,Crime|Drama|Thriller,Crime|Drama|Thriller,JohnDahl|RickDahl,NicolasCage|DennisHopper|LaraFlynnBoyle,English,UnitedStates,3 nominations,79.0,7.0,22020,tt0105226,2502551.0,4575683.0,373.0,,Crime|Drama|Thriller,,
Saving Mr Banks,2013,PG-13,20 Dec 2013,125.0,Biography|Comedy|Drama,Biography|Comedy|Drama,KellyMarcel|SueSmith,EmmaThompson|TomHanks|AnnieRoseBuckley,English,UnitedStates|UnitedKingdom|Australia,Nominated for 1 Oscar. 13 wins & 74 nominations total,65.0,7.5,159439,tt2140373,83299761.0,96892285.0,107141.0,Saving Mr. Banks (2013),Biography|Comedy|Drama,Saving Mr Banks,2013.0
Spirited Away,2001,PG,28 Mar 2003,125.0,Animation|Adventure|Family,Animation|Adventure|Family,HayaoMiyazaki,DaveighChase|SuzannePleshette|MiyuIrino,Japanese|English,Japan,Won 1 Oscar. 58 wins & 31 nominations total,96.0,8.6,724763,tt0245429,10049886.0,15137396.0,5618.0,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,Spirited Away,2001.0
Star Wars: Episode V - The Empire Strikes Back,1980,PG,20 Jun 1980,124.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,LeighBrackett|LawrenceKasdan|GeorgeLucas,MarkHamill|HarrisonFord|CarrieFisher,English,UnitedStates,Won 2 Oscars. 25 wins & 20 nominations total,82.0,8.7,1241399,tt0080684,1580209.0,1654447.0,1196.0,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Fantasy,Star Wars: Episode V - The Empire Strikes Back,1980.0
Two Much,1995,PG-13,15 Mar 1996,118.0,Comedy|Romance,Comedy|Romance,DonaldE.Westlake|FernandoTrueba|DavidTrueba,AntonioBanderas|MelanieGriffith|DarylHannah,English,Spain|UnitedStates,5 nominations,-1.0,5.4,5626,tt0118001,1078555.0,1862689.0,618.0,Two Much (1995),Comedy|Romance,Two Much,1995.0
